,,ผล
,,PBBBPPBBBBBBPPBPPBBBPBPPBBPBPBPBPPBPPPPBTBBBPPBBBPBBPPPBPBTBPTPPPBPBB
,,BPBBBBBPBPPBPBPPBPBBPBPPBPBBPBBPBPPPPBBBPPPTPBPBPTBPPBBBBBPPPBBBPBPTPPB
,,BBBPPBBPBPBBBBBBBBPPPPPTPBBBBPBBPBTPBPBBTTBPPPPBBBPPPBTBPBBBPBBPPBTPBP
,,PBBBBBBBTPBBPBPBPPPPBPBPBBBBBBTBBPBPBBBBPBBPPBPPTPPPTPBBPBPPBTBPPBPTB
,,BPBPBBBBTBTTPBPBPPPBBPBPBBBPPPBBPPTB
,,PPBBBBBPPBPBPPPBPBPPPBBBPBTBPBTBBPBTTBPPPPPPBBPBPBPTBPPBPBBPPTPTPPPB
,,PPPPBPPBTBTBPPBPPTTPTPBTBBTPBBPPTPPPBBPPBPPPBPBBTBBTTBPPBBBBPBBBPBPPPBP
,,BPBTPPBPBBBBPPPPBTBPPBPBPPPBBPPPPPBPPBPTTPPBTBBTTBBTPBBBPPPBPPTPP
,,PBBBBTBTPTBPPBBTBBBPBPBBBPBBBPPPBPPTPBPPBPPBBBPPBBBPBPPTBBBPPTBPPB
,,PBBPPBPPPBBBPBPPBPBBBBBBBPBPPPPPBBBPBTPBPBPBPBBPTBPBBPPPBPPPBBBBPBP
,,BPBPPBPBPBPPPPBBBBBPPPPPPBBBBPBPBBBTPBPPBPTBBBTPPBPTBPBPPBPBPPB
,,BBTPPPBBPPBPPPBPPPBBBBPBPPPPPBTPPBBPPBPBBBBPTBBPBBBBTPBBPBPPPBTB
,,PBPBBPPBBBTPBPTBBPBTPTBBPPPPPBBPBPPBBPBBPBBBPPBBPTTBBBPBBPBPB
,,PTPPBBTPTBBTPPBBBBPBBBBPPPBPBPPBBPPBPPBPBPBBBBPPTBPPBTBBBPBBBP
,,PTBBBBPPPPPPTBPBBPBPBBPPTPBTPBBBBBPPPPBBPPBPBTPPPBBPPTTPBBPPBPPBBPP
,,BBBPPBPBBPBPBBPPTPBPTPBPBBBBPBPBBPBPPBPPPTTPBPBBBPPTPBPPPPBPPPPPT
,,PPPBPBBBPBBBPBBTTPBBPPBBBPPTBPBBBBPPBBBPPBBTBPPBPBBPTBTPTBPPBTP
,,PPBTBPBBBBTBPBPBPPPPPPTBBBTBBBBPBBBBPBBTPTPPPBPTPTBBPPPPBPBPBPBPB
