before,chainok_12,after,pattern
PBBBPB,PBBP,BBPPPP,1-2-1
BPBPBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PBBPPP,2-1-2
BBBBPP,BBPBB,PBBBPP,2-1-2
PPPPPP,BBPBB,PPPBBP,2-1-2
BPPPPP,BPPB,PBBBPP,1-2-1
BBBBBP,BPPB,PPBPPB,1-2-1
PPPPPB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BBBBBP,2-1-2
PPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBPPP,1-2-1
PBBPPP,BPPB,PBPPBB,1-2-1
PPPPPP,BPPB,PPBBBB,1-2-1
BPBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBB,1-2-1
BBPPPB,PBBP,BBPBBB,1-2-1
PPBPBP,BPPB,PPBPBP,1-2-1
BPPPPB,PBBP,BBPPBP,1-2-1
PPPPBP,BPPB,PPBPPB,1-2-1
PPBPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BPBBBB,2-1-2
PBPBBB,PBBP,BPPPBP,1-2-1
PPPBPB,PBBP,BBPPBP,1-2-1
PBBBBP,BPPB,PPBPBP,1-2-1
BPPPBP,BPPB,PBBPPB,1-2-1
PBPPPP,BPPB,PPBBBB,1-2-1
PPBBBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPBPPP,2-1-2
BBBPPP,BPPB,PBPBBB,1-2-1
PBBBBP,BPPB,PBBPPB,1-2-1
PPBPBB,PPBPP,BPBPBB,2-1-2
BBPBBB,PBBP,BBBPPP,1-2-1
PPPBPB,PBBP,BBPBPP,1-2-1
BBPBBP,BPPB,PBBPBB,1-2-1
PBPPPP,BPPB,PBBPPP,1-2-1
PBBBBB,PBBP,BPBPPP,1-2-1
PPPBPP,BBPBB,PPBBBB,2-1-2
PPBBPB,PBBP,BPBBBB,1-2-1
BPPPPP,BPPB,PBPPPP,1-2-1
BBPBPP,BBPBB,PPBBPB,2-1-2
PBPBBB,PBBP,BBPPPB,1-2-1
PPBPBB,PPBPP,BBBPBB,2-1-2
PBBBPP,BBPBB,PBBBBP,2-1-2
BBBBBB,PPBPP,BBPPPP,2-1-2
PBBBPB,PBBP,BPBBPP,1-2-1
PBBPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPPBB,2-1-2
PBPPPB,PBBP,BBBBPB,1-2-1
PBPBPP,BBPBB,PPPPBP,2-1-2
BBPPPP,BPPB,PBBBPB,1-2-1
PBBPPB,PBBP,BPBPBP,1-2-1
BBBPBP,BPPB,PPPBBP,1-2-1
PPBBPB,PBBP,BBPPBB,1-2-1
PPPPBB,PPBPP,BPPPPB,2-1-2
BPBPPP,BPPB,PPPPPP,1-2-1
PBBPBP,BPPB,PBBBPP,1-2-1
PBBBPB,PBBP,BBBPBP,1-2-1
BPBBBP,BPPB,PBBBBB,1-2-1
BBBPBP,BPPB,PPPPPP,1-2-1
BPPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPP,1-2-1
BPBPPP,BBPBB,PBBBPB,2-1-2
BBBPPB,PBBP,BPPPBP,1-2-1
BBBPBP,BPPB,PPBBBP,1-2-1
PPBBBP,BPPB,PBBPPB,1-2-1
PBBPBB,PPBPP,BPPPPP,2-1-2
BPPBBP,BPPB,PPBBPP,1-2-1
BBBBBP,BPPB,PPPBBB,1-2-1
PPBBPB,PBBP,BBBBPB,1-2-1
BPPBBB,PBBP,BBPPBB,1-2-1
PPPPBP,BPPB,PBBPPP,1-2-1
BBBPBP,BPPB,PBPPPP,1-2-1
BBPBPP,BBPBB,PPPBBP,2-1-2
PBPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBBB,1-2-1
BBBPBP,BPPB,PBBBPB,1-2-1
PPBBPP,BBPBB,PBBPPB,2-1-2
BBBPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBPBB,1-2-1
PPBBBP,BPPB,PBBBPP,1-2-1
PPBPBP,BPPB,PPPBBP,1-2-1
PPBBBP,BPPB,PPPPBP,1-2-1
BPBPBB,PPBPP,BPPPPB,2-1-2
BPPPPB,PBBP,BPBPPP,1-2-1
PBPBBB,PPBPP,BPBBBB,2-1-2
PBPPPB,PBBP,BPBBPP,1-2-1
PBPBPB,PBBP,BPBBPP,1-2-1
BPBPBB,PPBPP,BPBPBP,2-1-2
PPBPPB,PBBP,BBPBPP,1-2-1
PPBBBB,PPBPP,BBPPBB,2-1-2
BBBBPB,PBBP,BBPPBB,1-2-1
BPBPBB,PPBPP,BBBPBB,2-1-2
BPPPPP,BBPBB,PPPPBB,2-1-2
BPPPPB,PBBP,BBPBBP,1-2-1
PBPBBB,PPBPP,BPPPPB,2-1-2
PBPPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPB,1-2-1
PPPBPB,PBBP,BPBBBB,1-2-1
PBPBBB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBBBPB,1-2-1
BBPPBB,PPBPP,BPBPPP,2-1-2
PBPPPP,BPPB,PPBPBB,1-2-1
BPPPBB,PPBPP,BBBPBB,2-1-2
BBBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBPPB,1-2-1
BBBPPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBBBPB,1-2-1
PBPBPB,PBBP,BPBBBP,1-2-1
PBPPPB,PBBP,BPPPBP,1-2-1
PPPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBBP,1-2-1
BPPBBB,PPBPP,BBBPBP,2-1-2
PBBPBP,BPPB,PBPBPB,1-2-1
PBBBBB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BPPPPB,2-1-2
BPBPPP,BBPBB,PPPBBP,2-1-2
BPBPPB,PBBP,BBBBPB,1-2-1
BBBBPB,PBBP,BBBBPP,1-2-1
BBBBPB,PBBP,BPBPBB,1-2-1
BPPBBB,PPBPP,BBPPBP,2-1-2
PPPBPB,PBBP,BPBBBP,1-2-1
BBBPBP,BPPB,PPPPBP,1-2-1
PPBPBB,PPBPP,BBBPPB,2-1-2
PBBBPP,BBPBB,PPPBBP,2-1-2
PBBBBP,BPPB,PPPPBB,1-2-1
BPPPPP,BPPB,PPBBBP,1-2-1
BBPPBP,BPPB,PPPPPB,1-2-1
PPBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBBBP,1-2-1
PBBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPPB,1-2-1
BPPBBB,PPBPP,BPPPPP,2-1-2
PBBPPB,PBBP,BPPBBB,1-2-1
BBBPBB,PPBPP,BBPPPP,2-1-2
BPPBBB,PBBP,BPPPPB,1-2-1
PBPPPP,BPPB,PBPPPB,1-2-1
PPBPBP,BPPB,PPPPBP,1-2-1
BPBPPP,BBPBB,PPBBPB,2-1-2
BBPPPB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BBPPPB,2-1-2
BPPPPB,PBBP,BBPPPB,1-2-1
BPPPBP,BPPB,PPBBBB,1-2-1
BBBPBB,PPBPP,BPPBBP,2-1-2
PBPBPB,PBBP,BBPPPP,1-2-1
PBPPPB,PBBP,BPBPPB,1-2-1
PPPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPPBB,1-2-1
BPPBBB,PBBP,BBPBBB,1-2-1
BPPBPB,PBBP,BPBPPP,1-2-1
BPBBBB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BBPBPP,2-1-2
PPBBPB,PBBP,BBBBPB,1-2-1
PPPBPB,PBBP,BBBBPB,1-2-1
BBBBBB,PBBP,BPPPPB,1-2-1
PBBPPP,BPPB,PPBBBP,1-2-1
PPPBPP,BBPBB,PPBPBP,2-1-2
BPBBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBBBPP,2-1-2
PBBBBP,BPPB,PPPPBP,1-2-1
BBBBPB,PBBP,BPBPBP,1-2-1
BPBPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBBB,1-2-1
PPPPPP,BPPB,PBBPBP,1-2-1
PBBBPB,PBBP,BPPBBB,1-2-1
BBPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBP,1-2-1
PPBPBB,PPBPP,BBBBPP,2-1-2
PPBBBB,PPBPP,BBBPBB,2-1-2
PPBPBP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBPPP,2-1-2
PPBPPP,BPPB,PBBPPP,1-2-1
BPBBPP,BBPBB,PPPBPB,2-1-2
BBBBBB,PBBP,BPPPPB,1-2-1
PBPPPP,BPPB,PPBPBB,1-2-1
PPBBPB,PBBP,BBPPBB,1-2-1
BBPPPB,PBBP,BBBBBP,1-2-1
BBPPBB,PPBPP,BBPBBB,2-1-2
BPBBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBBBB,1-2-1
PPBBPB,PBBP,BPBBBP,1-2-1
BBPBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPPBBP,2-1-2
BBBBPB,PBBP,BPBBBP,1-2-1
PPPBBB,PBBP,BPBBBB,1-2-1
BBBBBP,BPPB,PPPBPB,1-2-1
BBBBBB,PPBPP,BPBBPP,2-1-2
PPBBBB,PBBP,BBPBBB,1-2-1
BBBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPPBBB,2-1-2
PBBPPP,BBPBB,PPBBPB,2-1-2
BBBBBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPBPPB,1-2-1
PBPPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BBBBBP,1-2-1
BPPBBB,PBBP,BBPBBB,1-2-1
BBBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBBPP,1-2-1
BPBBPP,BBPBB,PBBBBB,2-1-2
PBPPBB,PPBPP,BPBBBB,2-1-2
BBPPPP,BPPB,PPPPBB,1-2-1
PPPBBB,PBBP,BBBPBB,1-2-1
PPPBPB,PBBP,BBPPBP,1-2-1
PBBPPB,PBBP,BBBPPB,1-2-1
PPPBPB,PBBP,BPBBPP,1-2-1
BBBPPB,PBBP,BBPPBB,1-2-1
PBPPPP,BPPB,PBPBBB,1-2-1
BBBBPP,BBPBB,PPBPPP,2-1-2
PBBPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBBBBP,1-2-1
PPBPPP,BBPBB,PBPPPP,2-1-2
BBPBBB,PPBPP,BBPPBB,2-1-2
BBPPPB,PBBP,BBBBBP,1-2-1
PBPPPP,BPPB,PPPBBB,1-2-1
PPPBPP,BBPBB,PPBPBB,2-1-2
BBPPBP,BPPB,PPPPBP,1-2-1
BPBPPP,BPPB,PPPPPP,1-2-1
PBBBBP,BPPB,PBBBBB,1-2-1
BBPPPP,BPPB,PBBBPP,1-2-1
PBPBBP,BPPB,PPPPBP,1-2-1
PBBBBB,PBBP,BBBPPP,1-2-1
BPBBPP,BBPBB,PPPBPB,2-1-2
PPBBPP,BBPBB,PBBBBP,2-1-2
BPBBBB,PBBP,BBPBBP,1-2-1
PPPBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBBBBB,2-1-2
BBPPPP,BBPBB,PBBBPB,2-1-2
PBBBPB,PBBP,BBBBBP,1-2-1
PPPPPP,BBPBB,PBBBBP,2-1-2
BPBBBP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPBB,1-2-1
PBPBBB,PBBP,BBPPPB,1-2-1
BBPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBBB,1-2-1
PBBPPB,PBBP,BBBBPB,1-2-1
BBPBBB,PBBP,BPBBBP,1-2-1
PBPBBB,PBBP,BPBBPP,1-2-1
PPPBPP,BBPBB,PPPBBP,2-1-2
PBPBPB,PBBP,BPBPPB,1-2-1
PBPBBB,PPBPP,BBBPBB,2-1-2
PBBBPB,PBBP,BPBBPP,1-2-1
BBBBPP,BBPBB,PPBPPP,2-1-2
BBPPBB,PPBPP,BPPPPP,2-1-2
BBPBBB,PPBPP,BBBPBP,2-1-2
PPBBBP,BPPB,PPBBPP,1-2-1
BBBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBBB,1-2-1
BPPBBP,BPPB,PPPBPB,1-2-1
PBBPPB,PBBP,BBPPBB,1-2-1
BPPBBB,PBBP,BPBPBB,1-2-1
PBBBBP,BPPB,PBPPPP,1-2-1
BBBBBB,PBBP,BPPBBB,1-2-1
PPPBBB,PPBPP,BBPBPP,2-1-2
PPBPPP,BBPBB,PPPPPB,2-1-2
BBPPBP,BPPB,PBPPPB,1-2-1
PBBPBB,PBBP,BPPBPP,1-2-1
BBPBBP,BPPB,PPPBPB,1-2-1
PPBBBB,PBBP,BBPPPB,1-2-1
BBBPBP,BPPB,PBBPPB,1-2-1
BBBBPP,BBPBB,PPPPBP,2-1-2
PPBBPB,PBBP,BBPPBP,1-2-1
PPBBBB,PBBP,BBPBBB,1-2-1
PBPBBB,PBBP,BBBPPP,1-2-1
PPPBBB,PBBP,BPPBBB,1-2-1
PPPPPP,BBPBB,PBPBBB,2-1-2
BPBPBB,PPBPP,BPPPPB,2-1-2
PBBPBP,BPPB,PPBBBP,1-2-1
PPPPBP,BPPB,PBBPPP,1-2-1
BPBBBB,PPBPP,BPBBPP,2-1-2
PBBPPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBPPP,1-2-1
BPPBBP,BPPB,PPBPBP,1-2-1
PPBPPP,BBPBB,PPPBPB,2-1-2
BBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPBBB,1-2-1
PBBBBB,PPBPP,BBBPPP,2-1-2
BBBPPP,BBPBB,PBBBPB,2-1-2
BBBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPBBBB,1-2-1
PPPBPB,PBBP,BBPBPP,1-2-1
PPBPBB,PPBPP,BBBPBB,2-1-2
BBBPPP,BPPB,PBPPPB,1-2-1
BBBBPP,BBPBB,PPBPPB,2-1-2
BBBPPB,PBBP,BBPPBB,1-2-1
PPPBPP,BBPBB,PBPPBP,2-1-2
BBBPPP,BPPB,PBBBBB,1-2-1
PBBBBB,PBBP,BBBBBB,1-2-1
PBBBBB,PPBPP,BPBBBB,2-1-2
BPPPPB,PBBP,BPPBPB,1-2-1
PBPPPP,BBPBB,PPBBBB,2-1-2
PPBPBP,BPPB,PBPBPP,1-2-1
BBPPBB,PPBPP,BPPPBP,2-1-2
PBPBBB,PBBP,BBPBBB,1-2-1
PPPBBB,PBBP,BPBBBB,1-2-1
PPPPPP,BPPB,PBPBPP,1-2-1
PBBPBP,BPPB,PPPPBB,1-2-1
PPBPPP,BPPB,PPBPBP,1-2-1
PPBBBB,PPBPP,BBPBPB,2-1-2
BBBBBB,PBBP,BBBBPP,1-2-1
BBPPPB,PBBP,BBBBPP,1-2-1
BBPPPP,BPPB,PPPPBB,1-2-1
BBBPPP,BPPB,PPBBPP,1-2-1
BBBBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBBBB,1-2-1
BBBBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPBBB,1-2-1
BPBBBB,PBBP,BBBPPB,1-2-1
PPPBBP,BPPB,PBPBPB,1-2-1
PBPBBB,PBBP,BPPBPP,1-2-1
BBPBBP,BPPB,PPBBBP,1-2-1
BBBPPB,PBBP,BBBBPB,1-2-1
PPBPBP,BPPB,PPBBBP,1-2-1
PPBPBB,PPBPP,BPBBBB,2-1-2
PBPPPP,BPPB,PPPPBB,1-2-1
PBBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBBP,1-2-1
PBBPPB,PBBP,BBPPBP,1-2-1
PPPPPP,BPPB,PBBPPB,1-2-1
PPPBBB,PBBP,BBPBPP,1-2-1
PPBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPBPPB,1-2-1
PPBPPB,PPBPP,BBBPPP,2-1-2
PBPBPP,BBPBB,PPPBPB,2-1-2
PBBPPP,BPPB,PPBPPP,1-2-1
BPPPBP,BPPB,PPPPPB,1-2-1
PPPPPB,PBBP,BBPPPP,1-2-1
BPPPPP,BBPBB,PBPPBB,2-1-2
BBPPPP,BPPB,PBBPBP,1-2-1
PPBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBBBB,2-1-2
PBPPPP,BBPBB,PBPBBP,2-1-2
BBBBBB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BBBBPB,1-2-1
PBBBPP,BBPBB,PPPBBP,2-1-2
BBBBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBPPBP,2-1-2
PBBBBB,PBBP,BBBPPP,1-2-1
BPPPBP,BPPB,PPBPBP,1-2-1
BBBBBB,PBBP,BBPBPP,1-2-1
BBPBBP,BPPB,PPPBBP,1-2-1
PPBBBP,BPPB,PPBBBP,1-2-1
PBPBBB,PBBP,BBPBPB,1-2-1
BBBPPP,BBPBB,PBBPPB,2-1-2
BBBBPB,PBBP,BBBBPB,1-2-1
BPBBBB,PBBP,BPBBPP,1-2-1
PPBBPB,PBBP,BPPPPP,1-2-1
PPBPPP,BPPB,PBPBPB,1-2-1
BPBPPP,BBPBB,PPBBPB,2-1-2
PBBPPP,BPPB,PBBBBB,1-2-1
BPPPPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBBBBB,1-2-1
PPPPPB,PBBP,BPPBBP,1-2-1
BBBPPB,PBBP,BPBBBP,1-2-1
BBBBPB,PBBP,BBBPBP,1-2-1
PBBBBB,PBBP,BPBBBP,1-2-1
PPPBPP,BBPBB,PBPPPB,2-1-2
BPBPBP,BPPB,PBBBPP,1-2-1
PPPBPB,PBBP,BPBBBP,1-2-1
PPPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBBB,1-2-1
BBBBBB,PBBP,BPBBBP,1-2-1
BBBPPP,BPPB,PBPBBP,1-2-1
PPPBBB,PPBPP,BPPPBB,2-1-2
PPBBPP,BBPBB,PBBPPP,2-1-2
PPPBBB,PBBP,BPPPBP,1-2-1
BPPBBB,PPBPP,BPPPBP,2-1-2
BPPPBP,BPPB,PPBPBB,1-2-1
PPBPPB,PBBP,BBPBPB,1-2-1
PBPPPB,PBBP,BBPPPB,1-2-1
BBBPPP,BPPB,PBBBPP,1-2-1
BPPBPB,PBBP,BBBBBP,1-2-1
BPPPBP,BPPB,PPPBBP,1-2-1
BBPBBB,PBBP,BBPPPP,1-2-1
BPPPBB,PPBPP,BBBBPP,2-1-2
PBPBBB,PPBPP,BBPPBP,2-1-2
BPBBPB,PBBP,BPBBBB,1-2-1
BBPPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPBBPB,1-2-1
PBPBBP,BBPBB,PPBPPP,2-1-2
PPBPPP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PBBBPP,2-1-2
BPPPBP,BPPB,PPPBPP,1-2-1
BPBBBB,PBBP,BBBBBP,1-2-1
BPPPPB,PBBP,BPPBBP,1-2-1
BBPBPP,BBPBB,PBBPPP,2-1-2
PBBBPB,PBBP,BBPBPB,1-2-1
PPPBBB,PBBP,BBBPBB,1-2-1
BPBBPP,BBPBB,PPPPBP,2-1-2
BBBPPP,BPPB,PPBPBB,1-2-1
PBPPPB,PBBP,BPBBBP,1-2-1
BPPPPP,BPPB,PBBPPP,1-2-1
BBPPPB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BPPBBB,1-2-1
BBBPBP,BPPB,PBPBPP,1-2-1
PPBBPB,PBBP,BPBPPP,1-2-1
BBBBBB,PPBPP,BBBBPB,2-1-2
PPBBBB,PBBP,BBBPBB,1-2-1
BPBBBB,PPBPP,BPPPPB,2-1-2
PBBPPP,BPPB,PBBBPB,1-2-1
PPBBPP,BBPBB,PBBBPP,2-1-2
BBPBBB,PPBPP,BBPPBP,2-1-2
BBBPPB,PBBP,BPPBBP,1-2-1
BBBPPP,BPPB,PPPPPP,1-2-1
BBPBBP,BPPB,PBBBBB,1-2-1
PBPPPP,BPPB,PBPBBB,1-2-1
BPBPBP,BPPB,PPPPPB,1-2-1
BBBBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBPP,1-2-1
BBPPBP,BPPB,PBBBBB,1-2-1
BBBPPP,BBPBB,PPPBPP,2-1-2
BBBBBP,BPPB,PBPPBB,1-2-1
PBBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPPP,1-2-1
BBBPPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBBBBP,1-2-1
BPPPPB,PBBP,BPPPBP,1-2-1
BBBPPB,PBBP,BBPPPB,1-2-1
PBBPPP,BBPBB,PPBPPP,2-1-2
PPPPBB,PPBPP,BBBPBB,2-1-2
BBPPPP,BBPBB,PPPPBB,2-1-2
BBBBBB,PPBPP,BBBBPB,2-1-2
BBPBPP,BBPBB,PPPPBB,2-1-2
BBPPPP,BBPBB,PPBPBP,2-1-2
BPPPPP,BPPB,PPBPBP,1-2-1
BBPPPB,PBBP,BPPBBB,1-2-1
PPPPPP,BBPBB,PPPBBP,2-1-2
PBBPPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPBBBP,2-1-2
PBBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBPBPP,1-2-1
PPBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBBPP,1-2-1
PPPPPP,BPPB,PBBBPB,1-2-1
BBPBPB,PBBP,BBPBPB,1-2-1
BBPPPB,PBBP,BBPPPB,1-2-1
PPBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPBB,1-2-1
PPBBBP,BPPB,PPBBBB,1-2-1
PPBBBB,PBBP,BPBBBP,1-2-1
BPBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBPBBB,2-1-2
BBBPBP,BPPB,PBBPPB,1-2-1
BPPBBB,PPBPP,BPBPBB,2-1-2
BPBPBB,PPBPP,BBBBPB,2-1-2
BBBBBP,BPPB,PPPBPP,1-2-1
PBPBBB,PPBPP,BPBPBB,2-1-2
PBBBBB,PBBP,BBPPBB,1-2-1
PPBBPB,PBBP,BBBPPB,1-2-1
PBPBPP,BBPBB,PBBBBP,2-1-2
BPPPPB,PBBP,BBBBBP,1-2-1
BPBPBP,BPPB,PBPPBB,1-2-1
PBPPBB,PPBPP,BBBBBP,2-1-2
BPBBBB,PPBPP,BPPPBB,2-1-2
BBBPBP,BPPB,PBPPBB,1-2-1
BPPPPP,BPPB,PBPBBB,1-2-1
BBBPPB,PBBP,BPPPPP,1-2-1
BBBBPB,PBBP,BPPBBP,1-2-1
BBBPBP,BPPB,PPPBBB,1-2-1
BPPPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPPPB,1-2-1
PPPPPP,BPPB,PBBBBP,1-2-1
PPPBPB,PBBP,BPBPPB,1-2-1
PPBBPB,PBBP,BBBBBB,1-2-1
BBBBBB,PBBP,BPBBBP,1-2-1
BPBBPP,BBPBB,PPBPBP,2-1-2
PBBBBP,BPPB,PBBBBP,1-2-1
BPBBBB,PPBPP,BPPBBB,2-1-2
BPPBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBBPPP,2-1-2
BPPPPB,PBBP,BPBBBP,1-2-1
PBPBBB,PPBPP,BBBBPB,2-1-2
BBPBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPPBB,1-2-1
PPPPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPP,1-2-1
BBBBBB,PBBP,BBBBBB,1-2-1
BBBBBB,PBBP,BPPBBB,1-2-1
BBBBPB,PBBP,BBBBPB,1-2-1
PPBPPP,BPPB,PBPBBP,1-2-1
BBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBPPBP,2-1-2
BBBPBB,PPBPP,BBBBBP,2-1-2
PPBBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPPPB,1-2-1
PPBBBB,PBBP,BBBBPB,1-2-1
BPBBPP,BBPBB,PPPBBP,2-1-2
PBPBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPBBBP,1-2-1
BPBBBP,BPPB,PPBPBB,1-2-1
PPPPBP,BPPB,PPPPPB,1-2-1
BBBPBB,PPBPP,BBBPBB,2-1-2
PBPBBB,PBBP,BPBPBP,1-2-1
PBPBPB,PBBP,BBBPPP,1-2-1
PPBPBB,PPBPP,BPPPBB,2-1-2
PPPBBP,BPPB,PBBBPB,1-2-1
BBPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPBPPB,1-2-1
BPBBBB,PBBP,BBPPBB,1-2-1
BPPBBB,PPBPP,BPBPPB,2-1-2
PBPBPP,BBPBB,PBPPPB,2-1-2
BBPBPP,BBPBB,PPBPBB,2-1-2
PBBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPPPPB,1-2-1
PBBBPP,BBPBB,PPPBBP,2-1-2
PBPPPB,PBBP,BPPPBP,1-2-1
BPPBBB,PPBPP,BPPPBB,2-1-2
BBBBPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBBBBB,2-1-2
BPPBPB,PBBP,BPPPPP,1-2-1
PPBPPP,BBPBB,PPBBBB,2-1-2
PPPBBB,PBBP,BBBPBB,1-2-1
PBPPPP,BPPB,PPBBBP,1-2-1
BPBBBB,PPBPP,BBBBBP,2-1-2
BBBBPP,BBPBB,PBPBBB,2-1-2
BPPBBB,PBBP,BBBBPB,1-2-1
PPBBPP,BBPBB,PPPBBP,2-1-2
PBBPPB,PBBP,BBPBBB,1-2-1
PPBBBB,PBBP,BBPBPP,1-2-1
PBBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBPPBB,2-1-2
PPBBBP,BPPB,PBPPPP,1-2-1
BPPBPP,BBPBB,PPPPPP,2-1-2
BPBBBP,BPPB,PPBBPP,1-2-1
BPBBBB,PBBP,BBBPPB,1-2-1
BPBBBB,PBBP,BPBBPP,1-2-1
BBBBPB,PBBP,BPBBPP,1-2-1
PPPPPB,PBBP,BBPBPB,1-2-1
PBBBPB,PBBP,BPBBBP,1-2-1
PBPBPB,PBBP,BBBPPB,1-2-1
PBPBBB,PBBP,BPPPBB,1-2-1
BPPPPP,BPPB,PBPBPB,1-2-1
PBBBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBBPPB,1-2-1
BPBPBP,BPPB,PBBPPB,1-2-1
PPBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPBPBB,1-2-1
PPPBBP,BPPB,PBPBPB,1-2-1
PBPBPP,BBPBB,PBBBPP,2-1-2
PPBBBB,PBBP,BPPBPP,1-2-1
