Before,During,After
,BBB,PPB
BBP,BBB,PPB
PPB,PPP,BPP
PBP,BBB,PPB
BPB,PPPBBB,PPB
BPB,PPPBBB,PBB
BBP,BBB,PBP
PBP,BBB,PBP
BBB,PPPBBB,PPB
BBP,BBB,PBB
PBP,BBBPPP,BPB
BBP,BBBPPP,PBB
BBP,BBBPPP,BPP
BBP,BBB,PBP
BPB,PPP,BPB
BBB,PPP,BPP
BP,BBB,PBB
PPB,PPP,BBP
BPB,PPP,BPP
PBP,BBB,PPB
PBP,BBBPPP,PBP
PBP,BBBPPP,BPP
PPB,PPP,BBP
PBP,BBB,PBP
PPB,PPP,BBP
PPP,BBB,PPB
,BBB,PPB
PBP,BBBPPPBBB,BPB
BBP,BBBPPP,PPB
BBP,BBB,PBB
BBB,PPP,BPB
BPB,PPP,BPB
BPB,PPP,BPP
BBP,BBB,PBP
PBP,BBB,PPB
BBP,BBB,PPB
BBP,BBB,PBB
BBP,BBB,PBP
BPB,PPP,BBP
PPB,PPP,BPP
BPB,PPP,BPB
BPB,PPP,BPB
PBP,BBB,PBB
PBP,BBB,PBP
PBP,BBB,PBB
BPB,PPP,BPP
BPB,PPPBBBBBB,BPB
BPB,PPP,BPB
PPB,PPP,BPP
PPB,PPP,BPP
BBP,BBB,PBP
PPP,BBBPPPBBB,BPB
BBB,PPPBBB,
BBP,BBB,PBP
PBP,BBB,PBP
BBP,BBBPPP,PBB
PPP,BBB,PBP
BBB,PPP,BPP
PPB,PPP,BPP
PPB,PPP,BPP
BBP,BBB,PBB
PBP,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BPB
PPB,PPP,BBP
PPB,PPP,BPP
PPP,BBB,PBP
PBP,BBB,PPB
BPB,PPPBBB,BPP
PPB,PPP,BPP
PPP,BBB,PBB
BBP,BBBPPP,PPB
BBB,PPP,BBP
PPB,PPP,BBP
BPB,PPPBBB,BBP
PBP,BBBPPPBBB,PBB
BBP,BBBPPPPPP,P
PPP,BBB,PBP
PBP,BBB,PBB
BBP,BBBPPPBBBBBB,PPB
BPB,PPP,BBP
PPB,PPP,BPB
PBP,BBBPPP,PBB
BBB,PPP,BPP
PPB,PPPBBB,PBP
BPB,PPPBBB,PB
,BBBPPPPPP,BPP
PPB,PPP,BPB
BBB,PPPBBBPPP,BBP
BP,BBB,PPB
PBP,BBB,PPB
BBB,PPP,BBP
BBP,BBB,PPB
BBB,PPP,BPB
BPB,PPP,BPB
PBP,BBB,PBB
BBP,BBB,PBB
PPP,BBB,PPB
PBP,BBB,PPB
PPB,PPPBBB,BPB
BBP,BBB,PBB
BBP,BBB,PPB
,BBB,PBP
BBB,PPP,BPB
PBP,BBB,PBP
BBP,BBB,PBB
BBP,BBB,PBB
BBP,BBB,PBP
BBP,BBB,PPB
BBP,BBB,PBP
BBB,PPP,BPB
PBP,BBB,PBP
BP,BBB,PBP
BBP,BBBPPPBBB,PPB
PB,PPP,BPB
BBB,PPPBBB,BBP
BBP,BBBPPP,P
PPB,PPP,BPB
PPP,BBB,PBB
BBP,BBBPPP,PBP
PBP,BBB,PBP
PBP,BBB,PPB
PPB,PPPBBB,PBB
BBP,BBBPPP,PBB
BBB,PPPBBB,PBP
BPB,PPP,BPB
PPP,BBBPPP,BPP
PPP,BBB,PBB
BPB,PPP,BPP
PPP,BBBPPPPPP,BPB
BPB,PPP,BBP
PBP,BBB,PPB
BPB,PPPBBBBBB,PBB
BPB,PPP,BBP
BBP,BBB,PPB
,PPPBBBPPPBBB,PPB
BBB,PPP,BPB
BBP,BBB,PBB
BBP,BBBPPP,BPB
BPB,PPP,BBP
BBB,PPPBBB,BPB
BPB,PPPBBB,BBP
BBP,BBB,PBP
BPB,PPP,BPB
BPB,PPP,BBP
PBP,BBB,PPB
BBB,PPPBBB,PPB
BP,BBB,PBP
BPB,PPP,BPB
BPB,PPP,BBP
PPP,BBB,PBB
BBP,BBB,PBB
BPB,PPP,BPB
BBP,BBB,PBB
PBP,BBB,PBB
BPB,PPP,BBP
PBP,BBB,PBP
PBP,BBBPPP,BPB
BPB,PPP,BPB
PBP,BBB,PBB
,BBBPPP,BPB
BPB,PPP,BBP
PPP,BBB,PPB
PPB,PPP,BBP
BPB,PPPBBB,PPB
BPB,PPP,BPB
PBP,BBBPPP,PPB
PPB,PPP,BPB
PPB,PPP,BPP
PBP,BBB,PPB
BPB,PPP,BBP
BBP,BBB,PPB
PPB,PPP,BBP
BBP,BBB,PBP
PPB,PPP,BPP
BBP,BBB,PBP
,PPP,BPB
PPB,PPP,BBP
BPB,PPP,BBP
PPP,BBBPPP,BPB
PBP,BBB,PPB
PBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BPP
PPB,PPP,BPB
PBP,BBB,PBB
BBP,BBBPPP,BPB
BBP,BBB,PPB
BBP,BBB,PBP
BBB,PPP,BBP
PPB,PPPBBBBBBBBBBBB,BPB
PPB,PPP,BPP
,BBB,PBP
BPB,PPP,BPP
,PPP,BPB
PBP,BBB,PBB
PBP,BBB,PBP
BPB,PPPBBB,BPB
,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BPP
PPB,PPP,BPP
P,BBBPPP,BBP
BBP,BBB,PBB
,PPPBBB,PBB
PBP,BBB,PBB
BBB,PPP,BPB
BPB,PPP,BPP
PPB,PPPBBB,PP
P,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BBP
P,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BBP
P,BBB,PPB
BBP,BBBPPP,BPP
PPB,PPP,BPP
PPP,BBB,PPB
PPP,BBB,PBP
BBP,BBB,PBB
PBP,BBB,PBP
BPB,PPP,BPB
PPP,BBB,PBP
BBP,BBB,PPB
PPB,PPPBBB,
BBP,BBB,PBB
B,PPP,BBP
BBP,BBB,PPB
,PPP,BPB
BPB,PPP,BBP
BPB,PPP,BPP
BBB,PPP,BPB
PBP,BBBPPPPPP,PBB
BPB,PPP,BPB
PPP,BBB,PBB
BBP,BBB,PPB
PBP,BBB,PPB
BBP,BBB,PPB
BBB,PPP,BPP
,BBB,PBB
BBP,BBB,PBB
BBB,PPPBBB,PBB
BBP,BBB,PPB
BPB,PPP,BBP
PBP,BBBPPP,PBB
BBB,PPPBBBBBB,BBP
,PPP,BBP
BBP,BBB,PBB
PBP,BBB,PPB
PPB,PPP,BPP
BBB,PPP,BPP
BPB,PPPBBB,PBP
BBP,BBB,PBP
PPP,BBB,PBB
BBB,PPP,BPB
,BBB,PBB
BBP,BBB,PBB
BBB,PPP,BPB
BBP,BBB,PBP
BPB,PPP,BPB
PBP,BBB,PPB
PBP,BBB,PBB
B,PPPBBB,PBP
PBP,BBB,PBP
PPB,PPP,BBP
PPP,BBB,PBB
BPB,PPP,BBP
PBP,BBB,PBB
BBB,PPP,BPB
BBP,BBBPPP,PPB
BBB,PPP,BPB
BBB,PPP,BPP
BP,BBB,PPB
BBB,PPP,BPB
PBP,BBB,PBB
BBP,BBB,PBP
PPB,PPPBBB,PBB
PPP,BBB,PBB
BPB,PPP,BPB
BBP,BBB,PPB
PBP,BBB,PBB
BBB,PPP,BPP
PPB,PPP,BPP
PPP,BBB,PBB
BBB,PPPBBB,BPP
BPB,PPP,BBP
,BBB,PPB
BBB,PPP,BPP
,BBB,PPB
BBB,PPP,BPP
BBP,BBB,PPB
PBP,BBB,PBP
PPB,PPP,BPP
PBP,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BPB
BBP,BBB,PBP
,PPP,BPP
BBP,BBB,PBP
BPB,PPP,BBP
BPB,PPP,BBP
BP,BBB,PBB
BBB,PPP,BBP
BPB,PPPBBB,PPB
PPB,PPPBBB,BPP
BPB,PPP,BPP
BBB,PPPBBB,BPB
B,PPPBBB,PBP
BPB,PPPBBB,PP
PPP,BBB,PBB
BBP,BBBPPP,PPB
,PPPBBBPPPBBB,PBP
BPB,PPPBBB,PBP
PPB,PPP,BBP
PBP,BBB,PPB
,BBB,PPB
PPB,PPP,BPB
PPP,BBB,PBB
BBP,BBB,PBB
BBB,PPP,BPB
,BBB,PPB
BBP,BBB,PBB
BPB,PPP,BPB
PBP,BBB,PPB
PBP,BBBPPP,BPP
PPB,PPPBBB,BPB
PBP,BBB,PPB
PPB,PPP,BPB
PBP,BBB,PBP
BPB,PPPBBBPPP,BPP
PPB,PPP,BPP
B,PPP,BPB
PBP,BBB,PBB
BBP,BBB,PPB
PBP,BBB,PPB
PBP,BBB,PBP
BPB,PPP,BPP
BBP,BBB,PBB
PPB,PPPBBB,PBP
PBP,BBB,PBB
BBP,BBB,PBB
BPB,PPPBBBPPP,PPB
PPP,BBB,PPB
BBB,PPP,BBP
BPB,PPP,BBP
PPB,PPP,BPB
PPP,BBB,PPB
PPB,PPP,BPB
PPP,BBB,PPB
PBP,BBB,PPB
PPB,PPP,BBP
BPB,PPP,BPP
BPB,PPP,BBP
BBP,BBB,PBP
BBP,BBB,PBP
BPB,PPP,BPP
PPP,BBB,PBB
BPB,PPPBBB,PBB
,BBB,PPB
PPB,PPP,BPP
PPP,BBB,PPB
BBB,PPPBBB,BBP
PBP,BBB,PPB
BPB,PPP,BBP
BBP,BBB,PBB
PBP,BBBPPPPPP,B
BBB,PPPBBBBBBBBBBBB,PBB
BPB,PPP,BPP
BBP,BBB,PBP
PBP,BBBPPP,BBP
PBP,BBBPPP,PPB
PBP,BBB,PBB
BPB,PPPBBBBBB,B
BPB,PPP,BPP
PPB,PPP,BPP
B,PPPBBBPPP,PBB
BBP,BBB,PBB
,PPP,BBP
BBP,BBB,PBP
BBB,PPP,BBP
BBB,PPP,BBP
BBB,PPPBBB,BPB
BBP,BBB,PBB
BBB,PPP,BBP
,PPPBBB,PBP
PBP,BBB,PBB
PBP,BBBPPP,BPB
PBP,BBB,PBP
PBP,BBB,PPB
PBP,BBB,PBB
BPB,PPP,BPP
BBB,PPPBBB,BPB
P,BBB,PBP
PPB,PPP,BBP
PBP,BBB,PBP
PBP,BBBPPP,BP
PPB,PPPBBB,BBP
PPB,PPP,BBP
BBB,PPP,BPB
PPB,PPP,BPP
BBB,PPP,BPB
BBP,BBB,PBP
BBP,BBB,PPB
BBB,PPP,BPB
BBP,BBB,PBP
BBP,BBB,PPB
PPB,PPP,BBP
PPB,PPP,BPB
PBP,BBB,PBP
BPB,PPP,BPP
BBB,PPPBBB,BPP
BBB,PPPBBB,PBP
PBP,BBBPPP,BBP
PBP,BBB,PBB
BBP,BBB,PBB
BBP,BBBPPP,BBP
PPB,PPP,BPP
BPB,PPPBBB,BB
BPB,PPP,BPB
BBP,BBB,PBP
B,PPP,BPP
PPB,PPP,BPP
BBB,PPP,BPP
PPB,PPP,BBP
BPB,PPPBBBBBB,PPB
PBP,BBB,PBP
PBP,BBB,PBP
PBP,BBB,PPB
PPP,BBB,PBB
BBP,BBBPPP,BBP
BPB,PPPBBB,PBB
BBP,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BPP
BBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BBP
BBP,BBBPPP,BPB
BPB,PPP,BPB
BPB,PPP,BBP
,BBBPPPBBB,PPB
,BBB,PBP
BPB,PPP,BPP
PBP,BBB,PPB
BBB,PPP,BPP
BPB,PPP,BPP
,PPP,BPB
PBP,BBB,PPB
PPP,BBBPPP,BPP
BBP,BBBPPPBBB,PPB
PPP,BBB,PBP
PBP,BBBPPP,BBP
BBP,BBB,PPB
BPB,PPP,BPP
,PPP,BPP
PPP,BBB,PBP
BPB,PPP,BPP
PPB,PPPBBB,BBP
PBP,BBB,PPB
BBP,BBB,PBP
BPB,PPP,BBP
BBP,BBB,PBB
PPB,PPP,BPP
PPB,PPP,BBP
PPP,BBBPPP,PB
BBP,BBB,PBB
BPB,PPP,BPB
PBP,BBBPPP,PBP
PPB,PPP,BPB
P,BBB,PBP
PPB,PPP,BPB
PBP,BBBPPP,BBP
BPB,PPP,BPB
PBP,BBB,PPB
BPB,PPP,BPB
,BBB,PPB
BBP,BBB,PBP
BBP,BBBPPP,BPP
PPP,BBBPPP,BBP
BBB,PPPBBB,PBP
PPB,PPP,BBP
BPB,PPP,BPP
PPP,BBB,PPB
PPB,PPP,BPP
,PPP,BPB
B,PPP,BBP
BBP,BBBPPPPPP,BPP
BPB,PPPBBB,PBP
BPB,PPP,BBP
BBB,PPP,BBP
PPB,PPP,BBP
BPB,PPP,BPB
PBP,BBB,PBB
BBB,PPPBBB,PPB
PPB,PPP,BPP
PPB,PPP,BPB
BBP,BBB,PPB
BBB,PPPBBBBBB,PP
PPP,BBB,PPB
BBP,BBBPPP,PPB
B,PPP,BPB
PBP,BBB,PBB
BBP,BBB,PPB
PPP,BBBPPP,BBP
BBP,BBB,PPB
BBB,PPP,BBP
BBP,BBB,PBP
PBP,BBB,PBB
BBP,BBB,PPB
BPB,PPP,BBP
PBP,BBB,PBP
PPP,BBBPPP,B
BPB,PPP,BBP
P,BBBPPPBBB,BBP
BPB,PPP,BBP
PPB,PPP,BPP
PBP,BBBPPP,PBP
BBB,PPP,BPB
BBB,PPPBBBBBB,BBP
BBB,PPP,BPP
PPP,BBB,PPB
PBP,BBB,PBB
BBP,BBB,PPB
BBP,BBBPPPPPPPPPBBB,BPB
BBB,PPP,BBP
BPB,PPP,BPP
PPB,PPP,BPP
PPB,PPPBBB,BBP
PBP,BBBPPP,BBP
,BBB,PBP
PPP,BBB,PBP
BPB,PPPBBBBBBPPP,PPB
BBP,BBB,PBB
PPB,PPP,BBP
BBP,BBB,PBB
PPB,PPP,BBP
PBP,BBB,PPB
BBP,BBB,PBB
BBP,BBB,PBP
BBP,BBB,PBB
BBP,BBB,PPB
PBP,BBB,PPB
BBP,BBB,PBB
BBP,BBB,PBP
BBP,BBB,PBB
BBP,BBB,PPB
PPB,PPP,BBP
PBP,BBB,PBB
PB,PPP,BBP
PBP,BBB,PPB
PB,PPP,BBP
PBP,BBB,PPB
PPP,BBB,PPB
PPP,BBB,PBP
PPP,BBB,PPB
PPP,BBB,PBP
PPP,BBB,PPB
PPP,BBB,PBP
PPB,PPP,BPP
BPB,PPPBBB,PPB
PPB,PPP,BPB
PBP,BBB,PBB
BPB,PPP,BPB
,PPP,BBP
BBP,BBB,PPB
PBP,BBB,PPB
BPB,PPP,BPP
BPB,PPP,BPP
,BBB,PBP
PBP,BBB,PPB
PPB,PPP,BPP
PBP,BBB,PPB
BBP,BBBPPP,BPB
PBP,BBB,PPB
BBP,BBB,PBP
BBB,PPP,BPP
PPP,BBB,PBB
PBP,BBB,PBB
PPP,BBB,PPB
BBB,PPPBBB,PBP
PBP,BBB,PPB
PPB,PPP,BPB
PPP,BBB,PPB
BPB,PPP,BPP
,BBBPPPBBBPPP,PPB
BBP,BBBPPPBBB,PBP
BPB,PPP,BPB
PPP,BBB,PBP
BBP,BBB,PBB
,PPP,BBP
PPB,PPPBBBPPPBBB,BPP
BBB,PPP,BBP
BBP,BBBPPP,
BBB,PPPBBBBBB,BPP
BPB,PPP,BPP
PPB,PPP,BPB
BPB,PPP,BPB
BBP,BBBPPP,PPB
BBB,PPP,BBP
,PPP,BPP
PBP,BBB,PBB
BPB,PPP,BPP
BBP,BBB,PBB
BBP,BBB,PPB
PB,PPP,BBP
BBB,PPP,BBP
BBP,BBBPPP,PPB
BPB,PPP,BPB
BBP,BBB,PPB
PPB,PPPBBBPPP,PB
BBB,PPP,BPP
BBP,BBB,PBP
BBP,BBB,PBP
PPP,BBB,PBB
PBP,BBB,PBP
PBP,BBB,PBB
PBP,BBB,PPB
PPB,PPP,BPB
BBB,PPP,BBP
PPB,PPP,BPB
BP,BBB,PBB
BPB,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BBP
BBP,BBBPPP,BBP
BPB,PPP,BBP
BBB,PPP,BPP
B,PPPBBB,BBP
BBB,PPP,BPP
PPB,PPPBBBBBB,PPB
BBB,PPP,BPP
PPB,PPP,BPP
,PPPBBB,BBP
PBP,BBB,PBB
BBB,PPP,BPB
BBP,BBB,PBP
BPB,PPP,BPB
BBP,BBB,PBB
PPB,PPP,BPP
BBB,PPP,BBP
BBP,BBB,PPB
BPB,PPP,BPB
PPB,PPPBBB,PBP
PBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BPP
PBP,BBB,PBP
PPP,BBB,PPB
PBP,BBB,PBB
PBP,BBB,PBB
PBP,BBB,PBB
PPP,BBB,PBP
,BBB,PPB
,BBB,PBP
PPP,BBB,PBB
P,BBB,PBB
PPP,BBB,PBB
BBP,BBB,PPB
PB,PPP,BPB
PPB,PPPBBB,PBP
PBP,BBB,PBB
PPP,BBB,PBB
BBP,BBB,PPB
PPP,BBB,PBB
BBP,BBB,PPB
,PPP,BPB
BPB,PPP,BPP
PPB,PPP,BBP
,PPP,BPP
BPB,PPP,BPP
PBP,BBB,PBP
BPB,PPP,BPB
PBP,BBB,PBB
BBP,BBB,PBB
BBP,BBBPPP,PBB
BBB,PPPBBB,PPB
PBP,BBB,PBP
BPB,PPPBBB,PPB
,BBBPPP,PBB
,BBBPPP,PBB
BBP,BBB,PBB
PPB,PPP,BPP
PPB,PPP,BBP
BBP,BBB,PBB
BPB,PPP,BPB
PBP,BBB,PBP
BBP,BBB,PPB
,PPP,BBP
BBP,BBB,PBP
PBP,BBB,PPB
BPB,PPP,BPP
BPB,PPP,BPP
B,PPPBBB,BBP
BBP,BBB,PBB
BBP,BBB,PBB
PBP,BBBPPPBBB,PPB
BBB,PPP,BPP
PBP,BBBPPP,BPB
PPB,PPP,BBP
BBP,BBBPPP,PBP
BBP,BBB,PBP
PPB,PPP,BBP
BBP,BBB,PBB
BPB,PPP,BPP
BBP,BBB,PBB
BPB,PPP,BPP
PPP,BBB,PBB
PPP,BBB,PBB
PPB,PPPBBB,B
BPB,PPP,BPP
BPB,PPP,BPP
PPB,PPP,BPB
PBP,BBB,PBB
BPB,PPP,BPP
PB,PPPBBBBBB,PPB
BPB,PPP,BPB
PBP,BBB,PBB
PB,PPPBBBBBB,PPB
BPB,PPP,BPB
PBP,BBB,PBB
B,PPP,BPB
BPB,PPP,BBP
BBP,BBB,PBB
BPB,PPP,BPB
BBB,PPP,BPB
PBP,BBB,PBB
BP,BBB,PPB
PBP,BBB,PPB
BPB,PPP,BPP
BPB,PPP,BPB
BBP,BBB,PPB
BBB,PPP,BPP
PPB,PPPBBB,PBP
PBP,BBB,PPB
PBP,BBBPPP,BBP
BPB,PPPBBB,BPP
PPB,PPP,BPP
BBP,BBBPPP,BBP
BP,BBBPPP,PPB
BBB,PPP,BPP
BP,BBBPPP,PPB
BBB,PPP,BPP
BPB,PPP,BBP
BPB,PPP,BBP
PPB,PPPBBB,PBB
BBP,BBBPPP,PBP
PPB,PPPBBB,PPB
,BBB,PBB
BBB,PPPBBB,PBP
PPP,BBB,PBP
B,PPP,BPB
PPB,PPP,BPP
,PPP,BBP
PBP,BBBPPPPPP,PBP
PBP,BBB,PBB
PBP,BBB,PBP
BPB,PPPBBBBBBBBB,BPP
BBB,PPPBBBBBBBBB,BPP
PBP,BBB,PPB
BPB,PPPBBBBBBBBB,BPP
BBB,PPPBBBBBBBBB,BPP
PBP,BBB,PPB
,BBB,PBB
BBP,BBBPPP,PBB
PPP,BBB,PBP
BBP,BBBPPP,PBB
PPP,BBB,PBP
BBB,PPPBBB,PBB
BBP,BBBPPPPPP,BPB
PPP,BBB,PBP
,PPP,BPB
PBP,BBB,PBB
BBB,PPPBBBPPP,BPB
PBP,BBB,PPB
BBP,BBBPPP,PBB
PPP,BBB,PBP
PPP,BBB,PBP
BPB,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BBP
,BBB,PBP
,BBB,PBP
,PPPBBB,PPB
PBP,BBBPPP,PPB
BBP,BBB,PBP
BPB,PPPBBB,BBP
PBP,BBBPPP,BBP
BPB,PPP,BBP
BPB,PPPBBB,PPB
PBP,BBB,PBB
PBP,BBBPPP,BBP
BPB,PPP,BBP
BPB,PPPBBB,PPB
PBP,BBB,PBB
PBP,BBBPPP,BBP
BPB,PPP,BBP
BPB,PPPBBB,PPB
PBP,BBB,PBB
PBP,BBBPPP,BBP
BPB,PPP,BBP
BPB,PPPBBB,PPB
PBP,BBB,PBB
BBB,PPP,BBP
BBP,BBB,PBB
PPB,PPPBBB,PPB
BBP,BBB,PBP
PPP,BBB,PPB
PPB,PPP,BPP
PPP,BBBPPPPPPPPP,BPB
,PPPBBB,BBP
BBB,PPP,BBP
,PPPBBB,BBP
BBB,PPP,BBP
PPP,BBB,PBP
BBB,PPP,BPB
BBP,BBB,PBB
,PPPBBB,BPP
BBB,PPP,BBP
,PPPBBBPPP,BPP
PBP,BBB,PBB
PPB,PPP,BPP
PPB,PPP,BPP
PPP,BBBPPPPPPBBB,BPB
PBP,BBB,PBB
PPB,PPP,BPP
PPP,BBBPPPPPPBBB,BPB
PBP,BBB,PBB
BPB,PPPBBBPPP,BPB
PPB,PPPBBB,PBB
PPB,PPP,BPP
BBP,BBB,PPB
B,PPP,BPP
PPB,PPP,BBP
BBP,BBB,PBP
,BBB,PBB
PBP,BBB,PBP
BPB,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BPP
,BBB,PPB
BPB,PPP,BBP
BBP,BBB,PPB
PPB,PPP,BBP
PBP,BBB,PBP
PBP,BBB,PBB
BBP,BBB,PBP
BPB,PPP,BBP
PPB,PPP,BPP
PPB,PPP,BPB
BPB,PPP,BBP
PBP,BBB,PPB
,PPP,BBP
PBP,BBBPPP,PBB
PPB,PPPBBB,PBP
BPB,PPPBBBPPPPPP,PBB
PBP,BBB,PBB
,BBB,PBP
BPB,PPP,BPP
PPB,PPPBBB,PBP
BPB,PPPBBB,PPB
PBP,BBB,PPB
PPB,PPP,BPP
PPP,BBB,PBB
BBP,BBB,PBP
BPB,PPP,BBP
PPB,PPPBBBBBB,PBB
BBP,BBB,PBB
,PPP,BPP
PBP,BBBPPPPPP,BPB
BPB,PPPBBB,BPB
BPB,PPPBBB,PPB
PPP,BBB,PPB
PBP,BBB,PPB
BBP,BBBPPPBBBBBBPPPBBB,BPB
BBP,BBB,PPB
PBP,BBB,PBB
PBP,BBB,PPB
BBP,BBB,PPB
PBP,BBB,PBB
PBP,BBB,PPB
,BBB,PBP
PPP,BBB,PPB
P,BBB,PBB
BPB,PPP,BPP
PPB,PPP,BPP
PBP,BBB,PPB
BBP,BBB,PPB
BPB,PPP,BPP
PPB,PPP,BBP
BBB,PPP,BPP
BBB,PPP,BPP
PPB,PPP,BPP
BBP,BBBPPP,BBP
PBP,BBBPPP,PPB
PPB,PPP,BPP
BPB,PPPBBB,BPB
BPB,PPP,BPB
BPB,PPP,BPP
PPB,PPP,BPP
BBP,BBB,PBP
BPB,PPP,BPP
PPP,BBBPPPBBB,PBB
BP,BBB,PBP
PPP,BBB,PPB
BBB,PPPBBB,BBP
BBB,PPP,BPP
BP,BBB,PBB
PBP,BBB,PPB
PPP,BBB,PBP
BBB,PPPBBB,BBP
PPB,PPP,BPB
PPP,BBBPPP,BB
BPB,PPP,BPB
PPP,BBB,PBP
BBP,BBB,PBP
PPP,BBB,PBP
PPP,BBB,PPB
PPB,PPP,BPB
P,BBB,PBB
PBP,BBB,PPB
PBP,BBB,PPB
PPB,PPP,BPP
BPB,PPP,BPP
PPB,PPP,BPB
PBP,BBB,PBB
PPP,BBB,PBB
BPB,PPPBBB,PBB
PBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BBP
BBP,BBB,PPB
BPB,PPP,BBP
BBP,BBB,PBB
BBP,BBB,PBP
PBP,BBBPPP,PPB
BPB,PPP,BPP
PBP,BBBPPP,PPB
PBP,BBBPPPBBBPPP,BPB
PPB,PPPBBB,BBP
BPB,PPPBBBPPPPPP,BPP
PPP,BBB,PBB
P,BBB,PPB
BPB,PPP,BBP
PPB,PPP,BBP
BBB,PPP,BPP
B,PPPBBBPPP,BBP
PB,PPPBBB,PPB
BBP,BBB,PBB
BPB,PPP,BPP
PPB,PPP,BBP
BPB,PPP,BBP
PBP,BBB,PBB
P,BBB,PBB
BBP,BBB,PBB
BBP,BBB,PBP
BBP,BBBPPPBBB,BPB
BBP,BBBPPPBBB,
,PPPBBB,PBB
BBP,BBBPPP,PBP
PPB,PPP,BPP
PPB,PPP,BPB
PPP,BBB,PBP
PPB,PPP,BPP
PPB,PPP,BBP
PBP,BBB,PPB
PPB,PPP,BPP
PPP,BBB,PPB
PPP,BBB,PBP
BPB,PPPBBB,BPP
BBP,BBB,PPB
BPB,PPP,BPB
BPB,PPP,BPB
BPB,PPP,BPB
PPB,PPP,BPB
BBB,PPP,BPP
PPB,PPP,BPP
PPB,PPP,BBP
BBP,BBBPPPPPP,PBB
P,BBBPPPPPP,BBP
PBP,BBB,PBP
PPB,PPPBBB,BPP
BBB,PPP,BPB
PBP,BBB,PBP
BBP,BBB,PBB
B,PPP,BBP
PPB,PPP,BPB
PPB,PPP,BPB
,BBB,PBP
PBP,BBBPPP,BBP
BBB,PPP,BBP
PBP,BBB,PPB
PBP,BBBPPP,PBB
BBP,BBB,PPB
BBB,PPP,BPP
BBB,PPP,BBP
BBB,PPP,BBP
BBP,BBB,PBB
BPB,PPP,BPB
BBP,BBB,PBB
PBP,BBB,PBP
PPP,BBB,PBP
BPB,PPP,BBP
PPP,BBB,PBP
BPB,PPP,BBP
BPB,PPPBBB,BPB
BBP,BBB,PBP
BPB,PPP,BBP
P,BBBPPP,PBB
BBP,BBB,PBP
PPP,BBBPPP,BB
PB,PPP,BBP
PPP,BBB,PBP
PPB,PPP,BPP
PPP,BBB,PPB
PPB,PPPBBBBBB,BPB
,PPP,BPP
BBP,BBBPPP,BPP
BPB,PPP,BPB
PBP,BBB,PBP
BPB,PPP,BPB
PBP,BBB,PBP
PBP,BBBPPP,PBB
PBP,BBB,PBP
PPB,PPP,BBP
PPP,BBB,PBB
BPB,PPP,BPB
PBP,BBBPPP,BPB
BBP,BBB,PBB
BBP,BBB,PPB
PBP,BBB,PBP
P,BBB,PBP
BBP,BBB,PBP
PPB,PPP,BPP
P,BBB,PBP
BBP,BBB,PBP
PPB,PPP,BPP
PPB,PPP,BBP
PPP,BBB,PBP
PBP,BBB,PPB
PPP,BBB,PBP
PPP,BBBPPP,PBB
BBB,PPPBBBBBB,PBP
PBP,BBB,PPB
PBP,BBBPPP,PPB
,PPP,BBP
BPB,PPPBBBPPP,BBP
PPB,PPP,BBP
PBP,BBBPPP,PBP
BPB,PPPBBB,BPP
PPB,PPPBBB,BBP
PBP,BBBPPP,PBP
PPB,PPPBBBBBB,BPB
BBP,BBBPPP,BBP
PBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BPP
,PPP,BBP
BBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BPB
BPB,PPP,BBP
PBP,BBBPPP,P
,PPP,BBP
BBP,BBB,PPB
PPB,PPP,BPP
PPB,PPP,BPB
BPB,PPP,BBP
PBP,BBBPPP,P
PB,PPP,BPB
PBP,BBBPPP,PBP
,BBBPPP,PBP
PBP,BBB,PPB
PPP,BBBPPPPPP,PPB
PBP,BBB,PBP
BPB,PPP,BBP
PPB,PPP,BPB
BPB,PPP,BPP
BBP,BBB,PPB
BBB,PPP,BPB
,PPP,BPB
BBP,BBB,PBP
,PPP,BPP
BBP,BBBPPPPPP,BBP
PPP,BBB,PBB
BPB,PPP,BBP
PPB,PPP,BPB
BPB,PPP,BPP
BBB,PPP,BPB
PBP,BBB,PBP
BPB,PPP,BPB
BPB,PPP,BPB
PBP,BBB,PPB
PPB,PPP,BPB
PPB,PPP,BPP
PPB,PPPBBB,BBP
PPP,BBBPPP,PP
BBP,BBB,PBP
BPB,PPPBBB,BPP
BBB,PPPBBB,PBP
BPB,PPP,BPB
BPB,PPP,BPB
PBP,BBBPPP,PPB
