before,chai_khrong,after,type,length
BPBBPP,PBPBPBPB,BPBPBB,ชายโครงแท้,8
BPBPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
BPBPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
BPBPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
PBBBPP,PBPBPBPB,BBBPBP,ชายโครงแท้,8
PBBBPP,PBPBPBPB,BBBPBP,ชายโครงแท้,8
BBPBBP,PBPBPB,BPPBBP,ชายโครงแท้,6
BBPBBP,PBPBPB,BPPBBP,ชายโครงแท้,6
PBBPBB,BPBPBP,PPBBBB,ชายโครงแท้,6
PPPPBB,BPBPBP,PBPP,ชายโครงแท้,6
PPBBBB,BPBPBPB,BBPBBP,ชายโครงแท้,7
BBPPBP,PBPBPB,BPPBBP,ชายโครงแท้,6
PBPPB,BPBPBP,PBBPPB,ชายโครงแท้,6
PBPPB,BPBPBP,PBBPPB,ชายโครงแท้,6
PBBPBP,PBPBPBP,PPPPPB,ชายโครงแท้,7
PPPBBB,BPBPBPBPB,BPBPPB,ชายโครงแท้,9
BPBBPP,PBPBPBPB,BBPBPB,ชายโครงแท้,8
BPBPBB,BPBPBPB,BPPBPP,ชายโครงแท้,7
BBBPBP,PBPBPB,BPBPBB,ชายโครงแท้,6
,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPBPBPBPBPBP,PPBBPB,ชายโครงแท้,15
PBBBPB,BPBPBPB,BPBPPB,ชายโครงแท้,7
PBBBPB,BPBPBPB,BPBPPB,ชายโครงแท้,7
BPBBPB,BPBPBPB,BPBBPB,ชายโครงแท้,7
BPBBPB,BPBPBP,PBBPPP,ชายโครงแท้,6
BPBBBB,BPBPBP,PPPBBB,ชายโครงแท้,6
BPBPPP,PBPBPB,BPBBBP,ชายโครงแท้,6
PBPPPP,PBPBPBP,PBPPBB,ชายโครงแท้,7
,PBPBPB,BBBPBP,ชายโครงแท้,6
BBPBPP,PBPBPBP,PPPBPP,ชายโครงแท้,7
PPPPBB,BPBPBPBPB,,ชายโครงแท้,9
BBPPBP,PBPBPB,BBPBBB,ชายโครงแท้,6
PBPPBP,PBPBPBP,PPBPBP,ชายโครงแท้,7
PBPPBP,PBPBPBP,PPBPBP,ชายโครงแท้,7
PBPPBP,PBPBPBP,PPBPBP,ชายโครงแท้,7
BPPBBB,BPBPBP,PBBPBB,ชายโครงแท้,6
PPBPPP,PBPBPBPBP,PPBPBP,ชายโครงแท้,9
PBPBPP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBPBP,,ชายโครงแท้,8
PBPBBB,BPBPBPBP,PPBBPB,ชายโครงแท้,8
BPBPPP,PBPBPBPB,BPBBPB,ชายโครงแท้,8
PBPPPP,PBPBPBPB,BBPPBP,ชายโครงแท้,8
BBPPBP,PBPBPB,BPBBPP,ชายโครงแท้,6
BBPPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
BBPPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
PPBPBP,PBPBPBP,PBPPBB,ชายโครงแท้,7
BBPPBP,PBPBPB,BPBPP,ชายโครงแท้,6
PBPBBP,PBPBPB,BPPBBP,ชายโครงแท้,6
PPBBPP,PBPBPBP,PBPBPP,ชายโครงแท้,7
BBBBPP,PBPBPB,BPPBPP,ชายโครงแท้,6
BBBPPB,BPBPBP,PBPPBB,ชายโครงแท้,6
PBBPPB,BPBPBP,PPP,ชายโครงแท้,6
PBBPPB,BPBPBP,PPP,ชายโครงแท้,6
BPPPPP,PBPBPBPBPBP,PBPPBP,ชายโครงแท้,11
PBPPBP,PBPBPB,BBBPPP,ชายโครงแท้,6
PPBPPB,BPBPBP,PPBBBP,ชายโครงแท้,6
BPBPBB,BPBPBP,PBBBBP,ชายโครงแท้,6
PBBBPB,BPBPBPB,BPBPPP,ชายโครงแท้,7
PPBPPB,BPBPBPBP,PBPPBB,ชายโครงแท้,8
PBPPBB,BPBPBP,PBPPPB,ชายโครงแท้,6
BBBBPP,PBPBPBP,PBB,ชายโครงแท้,7
BBPBBP,PBPBPB,BPPPBB,ชายโครงแท้,6
BBPBBP,PBPBPB,BPPPBB,ชายโครงแท้,6
BPPBPB,BPBPBPB,BPBPPP,ชายโครงแท้,7
PPPPBB,BPBPBPBP,PBBBPB,ชายโครงแท้,8
BBBPBB,BPBPBPBPBPBPBP,PBB,ชายโครงแท้,14
PPBPBB,BPBPBPBPBP,PBBBBB,ชายโครงแท้,10
PBPPBB,BPBPBP,PPPPPP,ชายโครงแท้,6
PB,BPBPBPBPBPB,BBPBPB,ชายโครงแท้,11
BPBPBB,BPBPBPBP,PBBBPP,ชายโครงแท้,8
BBPBPP,PBPBPB,BBBP,ชายโครงแท้,6
PBPPBB,BPBPBPBPBPBP,PBBBPP,ชายโครงแท้,12
PBBPBP,PBPBPBPBPBPB,BBPBBP,ชายโครงแท้,12
PBBPBP,PBPBPBPBPBPB,BBPBBP,ชายโครงแท้,12
PBPBBP,PBPBPB,BBBBPB,ชายโครงแท้,6
BBBBPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BBPPPP,PBPBPB,BPBPBB,ชายโครงแท้,6
BPPBPP,PBPBPB,BBBP,ชายโครงแท้,6
BBBBBP,PBPBPB,BBBPBB,ชายโครงแท้,6
BBBBBP,PBPBPB,BBBPBB,ชายโครงแท้,6
BBPBPB,BPBPBPBPBP,PBBBPP,ชายโครงแท้,10
PPBBBP,PBPBPBP,PBBPPP,ชายโครงแท้,7
PBBPPP,PBPBPB,BPBPPP,ชายโครงแท้,6
BPPPPP,PBPBPB,BPBPBB,ชายโครงแท้,6
BBPBPB,BPBPBPB,BPPB,ชายโครงแท้,7
BBPBPP,PBPBPB,BBPBPP,ชายโครงแท้,6
PPPPBP,PBPBPB,BPBPPB,ชายโครงแท้,6
BBPBPP,PBPBPB,BBPBPP,ชายโครงแท้,6
PPPPBP,PBPBPB,BPBPPB,ชายโครงแท้,6
BBPBPP,PBPBPB,BBPBPP,ชายโครงแท้,6
PPPPBP,PBPBPB,BPBPPB,ชายโครงแท้,6
BBBBB,BPBPBP,PPPPBP,ชายโครงแท้,6
PPBBBP,PBPBPBPB,BBP,ชายโครงแท้,8
PPBPPP,PBPBPBPBPB,BPPPBB,ชายโครงแท้,10
BBBPPB,BPBPBP,PPBBPB,ชายโครงแท้,6
PPBPBB,BPBPBP,PBBBPP,ชายโครงแท้,6
BPPPBB,BPBPBP,PBPPPP,ชายโครงแท้,6
PPBPPB,BPBPBPB,BPBBPP,ชายโครงแท้,7
BPBBBB,BPBPBPB,BPBBPP,ชายโครงแท้,7
BPBPPB,BPBPBPB,BPPPBP,ชายโครงแท้,7
PBBPPP,PBPBPB,BPPPP,ชายโครงแท้,6
BBPPPP,PBPBPBP,PBBBBB,ชายโครงแท้,7
BBPPPP,PBPBPBP,PBBBBB,ชายโครงแท้,7
,PBPBPB,BPBBBP,ชายโครงแท้,6
PPPPBP,PBPBPB,BBPPPP,ชายโครงแท้,6
PBBBPB,BPBPBP,PBPBBB,ชายโครงแท้,6
BBB,BPBPBPB,BBPBPB,ชายโครงแท้,7
BPBPBB,BPBPBP,PPPBBB,ชายโครงแท้,6
BPBBPB,BPBPBP,PBPPBP,ชายโครงแท้,6
B,BPBPBPB,BBBPBB,ชายโครงแท้,7
PPPBBP,PBPBPB,BPPBPB,ชายโครงแท้,6
PBBBPB,BPBPBPBP,PPBPPP,ชายโครงแท้,8
P,PBPBPBPB,BPBBPB,ชายโครงแท้,8
PPPBPB,BPBPBP,PBPPBB,ชายโครงแท้,6
P,PBPBPBPB,BPBBPB,ชายโครงแท้,8
PPPBPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BBPPPB,BPBPBPB,BPPBPB,ชายโครงแท้,7
BBPPPB,BPBPBPB,BPPBPB,ชายโครงแท้,7
BPBBPB,BPBPBPB,BPPBBP,ชายโครงแท้,7
PBBPPB,BPBPBPB,BBBPBB,ชายโครงแท้,7
BBPBBB,BPBPBP,PPPBBP,ชายโครงแท้,6
PPB,BPBPBP,PBPPPP,ชายโครงแท้,6
PBPPPP,PBPBPB,BPBPPB,ชายโครงแท้,6
BPB,BPBPBP,PPPPBP,ชายโครงแท้,6
PBPPPP,PBPBPB,BBBBBP,ชายโครงแท้,6
,PBPBPB,BBBPPB,ชายโครงแท้,6
PBBBBP,PBPBPB,BPBPPB,ชายโครงแท้,6
BPPBPP,PBPBPB,BPPBBP,ชายโครงแท้,6
BBPBPB,BPBPBP,PPPBBP,ชายโครงแท้,6
,PBPBPBP,PPBBBB,ชายโครงแท้,7
BBBBPB,BPBPBPB,BPPPBB,ชายโครงแท้,7
BBPPPP,PBPBPB,BPPBBP,ชายโครงแท้,6
BBPPPP,PBPBPB,BPPBBP,ชายโครงแท้,6
BBBPBP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
BBBBBP,PBPBPBPB,BBBPBP,ชายโครงแท้,8
BBBBBP,PBPBPBPB,BBBPBP,ชายโครงแท้,8
BBPPP,PBPBPB,BBBPPB,ชายโครงแท้,6
PBBPBB,BPBPBP,PPBPPP,ชายโครงแท้,6
BBBPBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BBBPBP,PBPBPB,BBPBPB,ชายโครงแท้,6
PBPPPB,BPBPBP,PPBPBP,ชายโครงแท้,6
BPPPPB,BPBPBPBP,PPBBPB,ชายโครงแท้,8
PBPPPP,PBPBPBPB,BBPBPB,ชายโครงแท้,8
BBPBPB,BPBPBP,PPPBBP,ชายโครงแท้,6
PBPBBB,BPBPBP,PPB,ชายโครงแท้,6
PBBPPB,BPBPBP,PBBBBB,ชายโครงแท้,6
PPBPPP,PBPBPB,BBPBBP,ชายโครงแท้,6
PPBPPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BB,BPBPBP,PPBBPB,ชายโครงแท้,6
BBBPPB,BPBPBP,PPPBBB,ชายโครงแท้,6
BPBBPP,PBPBPB,BPBBPB,ชายโครงแท้,6
BPBBPB,BPBPBP,,ชายโครงแท้,6
BBPBBB,BPBPBPB,BBBBPB,ชายโครงแท้,7
BPBBBB,BPBPBP,PBBPPP,ชายโครงแท้,6
PPBPPB,BPBPBPBP,PBBBBB,ชายโครงแท้,8
BBBBPB,BPBPBPB,BBBPPP,ชายโครงแท้,7
B,BPBPBP,PBBPBB,ชายโครงแท้,6
PPBBBP,PBPBPBP,PBPPBB,ชายโครงแท้,7
PPBPPB,BPBPBPBPBPB,BBBPPP,ชายโครงแท้,11
PBPPBB,BPBPBP,PPPBPP,ชายโครงแท้,6
PBPPBB,BPBPBP,PPPBPP,ชายโครงแท้,6
PPPPBP,PBPBPBPB,BPBBPB,ชายโครงแท้,8
BBBPPB,BPBPBPB,BPPBPB,ชายโครงแท้,7
PBPBBP,PBPBPBP,PPBBBP,ชายโครงแท้,7
BBPBBP,PBPBPBPB,BP,ชายโครงแท้,8
PPPBPB,BPBPBP,PBPBPP,ชายโครงแท้,6
BBBPBB,BPBPBP,PPPBBB,ชายโครงแท้,6
BBBPBB,BPBPBP,PPPBBB,ชายโครงแท้,6
PPP,PBPBPBP,PPBBBB,ชายโครงแท้,7
BBBPPB,BPBPBPB,BPBBPB,ชายโครงแท้,7
PPP,PBPBPBP,PPBBBB,ชายโครงแท้,7
BBBPPB,BPBPBPB,BPBBPB,ชายโครงแท้,7
PBBPPB,BPBPBPBPB,BPBPPP,ชายโครงแท้,9
BPBBPP,PBPBPB,BBBPPB,ชายโครงแท้,6
PBBPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
PBBPPB,BPBPBPB,BPPPPP,ชายโครงแท้,7
PPPPBP,PBPBPBP,PBP,ชายโครงแท้,7
BPBBPB,BPBPBP,PPBPBB,ชายโครงแท้,6
PBBPBB,BPBPBP,PPBPPP,ชายโครงแท้,6
PBBPBP,PBPBPBP,PPPPPB,ชายโครงแท้,7
PPPPPP,PBPBPBPBPBPBP,PBPBPB,ชายโครงแท้,13
BPBPBP,PBPBPBPB,BBBBPP,ชายโครงแท้,8
PBBPPB,BPBPBPB,BPPBBP,ชายโครงแท้,7
BPBBPB,BPBPBPBP,PBBPBB,ชายโครงแท้,8
BBPBBB,BPBPBPBP,PPPBPB,ชายโครงแท้,8
PPBBBP,PBPBPBP,PBPBPP,ชายโครงแท้,7
PBBB,BPBPBPB,BBPBBP,ชายโครงแท้,7
PBPPBP,PBPBPBP,PBPPBP,ชายโครงแท้,7
BPPBBB,BPBPBP,PBBBBB,ชายโครงแท้,6
BPPBBB,BPBPBP,PBBPBP,ชายโครงแท้,6
BPPPPB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BBPPBP,ชายโครงแท้,6
BPPPPB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BBPPBP,ชายโครงแท้,6
BPPPPB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BBPPBP,ชายโครงแท้,6
,BPBPBPB,BPBPPP,ชายโครงแท้,7
PBBPPB,BPBPBPBP,PBPPPB,ชายโครงแท้,8
PBPPBB,BPBPBP,PP,ชายโครงแท้,6
,BPBPBPB,BPBPPP,ชายโครงแท้,7
PBBPPB,BPBPBPBP,PBPPPB,ชายโครงแท้,8
PBPPBB,BPBPBP,PP,ชายโครงแท้,6
,BPBPBPB,BPBPPP,ชายโครงแท้,7
PBBPPB,BPBPBPBP,PBPPPB,ชายโครงแท้,8
PBPPBB,BPBPBP,PP,ชายโครงแท้,6
,PBPBPBP,PBBBPB,ชายโครงแท้,7
PBPPBB,BPBPBPBP,PPPBBB,ชายโครงแท้,8
PBBBBB,BPBPBPBP,P,ชายโครงแท้,8
BBBPPB,BPBPBPBP,PBPPPP,ชายโครงแท้,8
BBBBPP,PBPBPB,BPPPBB,ชายโครงแท้,6
PPPPPP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBP,PBBBPP,ชายโครงแท้,6
PPPPBB,BPBPBP,P,ชายโครงแท้,6
BPBPBB,BPBPBP,PBBPBB,ชายโครงแท้,6
PPPBBB,BPBPBPB,BBBBBP,ชายโครงแท้,7
BBBPPB,BPBPBPB,BPBPPB,ชายโครงแท้,7
PBBPBP,PBPBPB,BBBBPP,ชายโครงแท้,6
PPBPPB,BPBPBP,,ชายโครงแท้,6
PPBPBP,PBPBPB,BBPPBP,ชายโครงแท้,6
PPBBPB,BPBPBPB,BBBBBP,ชายโครงแท้,7
,PBPBPBP,PPBBPP,ชายโครงแท้,7
BBBPBP,PBPBPBP,PBPBPP,ชายโครงแท้,7
PPBPBB,BPBPBP,PBPPPP,ชายโครงแท้,6
PBPBPP,PBPBPBP,PBBBBP,ชายโครงแท้,7
BPPBBB,BPBPBPB,BP,ชายโครงแท้,7
PBBPPB,BPBPBPBP,PPBPPP,ชายโครงแท้,8
PBBPPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BBPPBB,BPBPBPBP,PBPPBB,ชายโครงแท้,8
PPBBPP,PBPBPBPB,BPPPPP,ชายโครงแท้,8
BBPPBB,BPBPBPBP,PBPPBB,ชายโครงแท้,8
PPBBPP,PBPBPBPB,BPPPPP,ชายโครงแท้,8
,BPBPBP,PPBPPP,ชายโครงแท้,6
BPPPBP,PBPBPB,BBPBBB,ชายโครงแท้,6
,BPBPBP,PPBPPP,ชายโครงแท้,6
BPPPBP,PBPBPB,BBPBBB,ชายโครงแท้,6
,BPBPBP,PPBPPP,ชายโครงแท้,6
BPPPBP,PBPBPB,BBPBBB,ชายโครงแท้,6
BBBPPP,PBPBPBPB,BPPBPB,ชายโครงแท้,8
BBBBBB,BPBPBP,PBPPPP,ชายโครงแท้,6
,PBPBPBP,PBPPBB,ชายโครงแท้,7
BBPBBP,PBPBPBPB,BPPBBP,ชายโครงแท้,8
BBBBBB,BPBPBPB,BPBBB,ชายโครงแท้,7
BPPPBP,PBPBPB,BPBBPB,ชายโครงแท้,6
PPPPBP,PBPBPBP,PBBPBP,ชายโครงแท้,7
PPBBPP,PBPBPBPB,BBPBPB,ชายโครงแท้,8
BPBPBB,BPBPBPB,BBPBBB,ชายโครงแท้,7
BBBPBB,BPBPBPBP,,ชายโครงแท้,8
PPPBBB,BPBPBP,PPBBPP,ชายโครงแท้,6
PPPBPP,PBPBPB,BPPPBP,ชายโครงแท้,6
BBBPBB,BPBPBPB,BBPPBP,ชายโครงแท้,7
PPBBPB,BPBPBPB,BPBBPP,ชายโครงแท้,7
PPPPBB,BPBPBP,PPBBPP,ชายโครงแท้,6
PPPBPP,PBPBPBPBPBPB,BBPBPB,ชายโครงแท้,12
BPBPBB,BPBPBPB,BBPPBB,ชายโครงแท้,7
PBBPPP,PBPBPB,BPPPPB,ชายโครงแท้,6
PBBPPP,PBPBPB,BPPPPB,ชายโครงแท้,6
BBPPPB,BPBPBPBPBPBPBPBP,PBBBBB,ชายโครงแท้,16
BBBBPB,BPBPBPB,BBBBPB,ชายโครงแท้,7
BPBBBB,BPBPBPBP,PBBBBP,ชายโครงแท้,8
PBPPBB,BPBPBPBPB,BBPBBP,ชายโครงแท้,9
PPBBPB,BPBPBP,PBPPBB,ชายโครงแท้,6
PPBBPP,PBPBPB,BPPPPP,ชายโครงแท้,6
PPPPBP,PBPBPBPB,BPBBPB,ชายโครงแท้,8
BPBBPB,BPBPBP,PBBBB,ชายโครงแท้,6
BPBBBB,BPBPBP,PBPBBB,ชายโครงแท้,6
BBBBBP,PBPBPBPB,BP,ชายโครงแท้,8
BPPPPP,PBPBPB,BBPBBB,ชายโครงแท้,6
BPBPPP,PBPBPBP,PPBBBB,ชายโครงแท้,7
BBBPPP,PBPBPB,BBPPPB,ชายโครงแท้,6
BBBPBB,BPBPBPB,BBPPPP,ชายโครงแท้,7
PBBBBP,PBPBPB,BBPPPP,ชายโครงแท้,6
PBPPBB,BPBPBPBP,PBPBBP,ชายโครงแท้,8
BBBPPP,PBPBPBPBP,PPBPBP,ชายโครงแท้,9
PBPBPP,PBPBPBP,PBPBPP,ชายโครงแท้,7
PPPBPP,PBPBPBPBP,PPBPBP,ชายโครงแท้,9
PPPBBB,BPBPBP,PPBBPB,ชายโครงแท้,6
BBBBPB,BPBPBP,PPPPBP,ชายโครงแท้,6
BBBPPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
PBPBBB,BPBPBP,PBBBBB,ชายโครงแท้,6
BPPPPP,PBPBPBPB,BPPBB,ชายโครงแท้,8
PBBPBB,BPBPBP,PPPPP,ชายโครงแท้,6
BPBBPP,PBPBPBP,PBPBBB,ชายโครงแท้,7
BBPBPP,PBPBPBP,PBPPBB,ชายโครงแท้,7
PPBBBP,PBPBPB,BPPBBP,ชายโครงแท้,6
,BPBPBPB,BPPPPP,ชายโครงแท้,7
BPBPPB,BPBPBPBP,PPBBPB,ชายโครงแท้,8
BPPBPB,BPBPBP,PPPB,ชายโครงแท้,6
BBBPBB,BPBPBPB,BBBBBB,ชายโครงแท้,7
BBBPPP,PBPBPB,BBPBPP,ชายโครงแท้,6
BPPPBP,PBPBPBP,PPBBPB,ชายโครงแท้,7
PBBPBB,BPBPBP,PBPBPB,ชายโครงแท้,6
BPBPBP,PBPBPB,BB,ชายโครงแท้,6
PPBPPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BBBPPB,BPBPBP,PBPP,ชายโครงแท้,6
BPPPPB,BPBPBP,PPPPPB,ชายโครงแท้,6
BPBBPB,BPBPBP,PBPPPB,ชายโครงแท้,6
BPPBPP,PBPBPBPBP,PPBBBP,ชายโครงแท้,9
PBBPP,PBPBPB,BPBBBP,ชายโครงแท้,6
PPPBPB,BPBPBP,PP,ชายโครงแท้,6
PPBBPP,PBPBPB,BBBPBP,ชายโครงแท้,6
BPBBBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BPBPBB,BPBPBP,PPBPPP,ชายโครงแท้,6
BBBPBB,BPBPBP,PPPPBP,ชายโครงแท้,6
PBPPPP,PBPBPBPB,BPPBPB,ชายโครงแท้,8
PPP,PBPBPBP,PPPBBB,ชายโครงแท้,7
PPPPPP,PBPBPBPBPB,BPPBBB,ชายโครงแท้,10
BPPPBB,BPBPBP,PPBPPP,ชายโครงแท้,6
PBBPPB,BPBPBPBPBP,PPPPPP,ชายโครงแท้,10
P,PBPBPBP,PBBPPB,ชายโครงแท้,7
BPBBPB,BPBPBPB,BPPBBB,ชายโครงแท้,7
BPPPBP,PBPBPBPB,BPBPBB,ชายโครงแท้,8
BBPPPB,BPBPBP,PPBBBB,ชายโครงแท้,6
BPBPPB,BPBPBPB,BBBBPP,ชายโครงแท้,7
BPPBPB,BPBPBPBP,PBPPPP,ชายโครงแท้,8
BBBBPP,PBPBPB,BPPBBP,ชายโครงแท้,6
BBPBP,PBPBPBP,PPPPPP,ชายโครงแท้,7
BBPBPB,BPBPBP,PBPP,ชายโครงแท้,6
PPBBPB,BPBPBPBPB,BPPBBP,ชายโครงแท้,9
BPPPPP,PBPBPB,BBPBBP,ชายโครงแท้,6
BBPBPB,BPBPBP,PPBPBP,ชายโครงแท้,6
BBBBP,PBPBPBP,PBBPBP,ชายโครงแท้,7
BPBBBP,PBPBPB,BBPBPB,ชายโครงแท้,6
BPBPBB,BPBPBP,PBPBBP,ชายโครงแท้,6
PPPBPP,PBPBPB,BBPBBP,ชายโครงแท้,6
PBBBBB,BPBPBP,PBBBPB,ชายโครงแท้,6
PPBPPP,PBPBPBP,PPPBBB,ชายโครงแท้,7
PBPPBB,BPBPBP,PBBB,ชายโครงแท้,6
BBBBBB,BPBPBP,PB,ชายโครงแท้,6
PBBBPP,PBPBPBP,PPBBPP,ชายโครงแท้,7
PPPBBP,PBPBPBP,PBBBBP,ชายโครงแท้,7
BBBPBP,PBPBPB,BBPBPP,ชายโครงแท้,6
BBBPBP,PBPBPB,BBBBPP,ชายโครงแท้,6
BBBBBP,PBPBPB,BBBBPB,ชายโครงแท้,6
BBBBBP,PBPBPB,BPPBPB,ชายโครงแท้,6
BBPBBP,PBPBPBPB,BBPBBB,ชายโครงแท้,8
PPPPPB,BPBPBPB,,ชายโครงแท้,7
BPPPPB,BPBPBP,PPPPPB,ชายโครงแท้,6
BBPBBB,BPBPBP,PBPBBB,ชายโครงแท้,6
PPPBPP,PBPBPB,BPBPBB,ชายโครงแท้,6
PBBPPB,BPBPBP,PBBPPP,ชายโครงแท้,6
,PBPBPBP,PPBPBB,ชายโครงแท้,7
BBPPPP,PBPBPB,BPBPPP,ชายโครงแท้,6
PPBBBB,BPBPBP,PPPPPB,ชายโครงแท้,6
,BPBPBPB,BPBBBB,ชายโครงแท้,7
PPPBBP,PBPBPBP,PPBPPB,ชายโครงแท้,7
BPB,BPBPBP,PBBBBB,ชายโครงแท้,6
BBBPBP,PBPBPBP,PPBBPP,ชายโครงแท้,7
BB,BPBPBP,PPBPBB,ชายโครงแท้,6
BBBBPB,BPBPBPB,BBPBBB,ชายโครงแท้,7
PBBBBP,PBPBPB,BPBBBB,ชายโครงแท้,6
BPPPPB,BPBPBPB,BBBBPP,ชายโครงแท้,7
BPBPPP,PBPBPBP,PPPPPP,ชายโครงแท้,7
PPBPPP,PBPBPB,BPPPB,ชายโครงแท้,6
BPPBPP,PBPBPB,BBBPBB,ชายโครงแท้,6
BPPBPB,BPBPBPB,BPBPPB,ชายโครงแท้,7
,PBPBPBP,PBBBBP,ชายโครงแท้,7
PPBPPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
PBPBBB,BPBPBPB,BPPPPP,ชายโครงแท้,7
,BPBPBP,PPBBPP,ชายโครงแท้,6
PBPBBB,BPBPBP,PPPPBB,ชายโครงแท้,6
,BPBPBP,PPBBPP,ชายโครงแท้,6
PBPBBB,BPBPBP,PPPPBB,ชายโครงแท้,6
PBBPBB,BPBPBPB,BPBPBB,ชายโครงแท้,7
BPBBBP,PBPBPBPBP,PPPBBB,ชายโครงแท้,9
BPBBBP,PBPBPBPB,B,ชายโครงแท้,8
BPBBBB,BPBPBP,PPBBBP,ชายโครงแท้,6
BPPPPP,PBPBPB,BPPPP,ชายโครงแท้,6
BBBPPP,PBPBPB,BPBBBP,ชายโครงแท้,6
PPBPBB,BPBPBPBPB,BPPPPB,ชายโครงแท้,9
BPBPPB,BPBPBP,PBBPPB,ชายโครงแท้,6
BBBPPB,BPBPBP,PBPBBP,ชายโครงแท้,6
BBPBPB,BPBPBPB,BBPBBP,ชายโครงแท้,7
PBPPBP,PBPBPB,BPBBPB,ชายโครงแท้,6
PBBBPP,PBPBPB,BBBPBB,ชายโครงแท้,6
BPBBBP,PBPBPBP,PBPPPP,ชายโครงแท้,7
PPBBPB,BPBPBPBPB,BBPBBP,ชายโครงแท้,9
BBPBPB,BPBPBPB,BPBBBP,ชายโครงแท้,7
PBBPBB,BPBPBP,PPBBBB,ชายโครงแท้,6
BPBBPB,BPBPBP,PBPBBB,ชายโครงแท้,6
PBBBPB,BPBPBPB,BPPPBP,ชายโครงแท้,7
BBBBPB,BPBPBP,PBPBPP,ชายโครงแท้,6
PBBPBP,PBPBPB,,ชายโครงแท้,6
PPPPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
PBPP,PBPBPBP,PPPBBB,ชายโครงแท้,7
,BPBPBPBP,PPBBPP,ชายโครงแท้,8
PPPPBP,PBPBPB,BBBBBB,ชายโครงแท้,6
BBBPPB,BPBPBPB,BPPBPP,ชายโครงแท้,7
PPPPPB,BPBPBP,PPBBPP,ชายโครงแท้,6
BBPBPP,PBPBPBP,PBB,ชายโครงแท้,7
PPPBBP,PBPBPB,BPBPPB,ชายโครงแท้,6
PPPPBB,BPBPBPBPB,BBPPBB,ชายโครงแท้,9
PPBPBP,PBPBPB,BPPBB,ชายโครงแท้,6
PBBPPP,PBPBPBP,PBPBPP,ชายโครงแท้,7
BPPBBP,PBPBPB,B,ชายโครงแท้,6
PBBPPB,BPBPBPBPB,BBB,ชายโครงแท้,9
PB,BPBPBPBP,PBBBBP,ชายโครงแท้,8
PPBPPB,BPBPBP,PPPPPP,ชายโครงแท้,6
BPPB,BPBPBP,PPPPPB,ชายโครงแท้,6
BBPBBP,PBPBPBP,P,ชายโครงแท้,7
PBBPPP,PBPBPB,BPBPBP,ชายโครงแท้,6
PBPBPB,BPBPBP,PPPPBP,ชายโครงแท้,6
PBPPBB,BPBPBP,PPBBBP,ชายโครงแท้,6
BPPBPB,BPBPBPBPB,BBB,ชายโครงแท้,9
BBBBPP,PBPBPB,BPPBBP,ชายโครงแท้,6
PPBBPP,PBPBPBPBP,PPPPBP,ชายโครงแท้,9
BPBPPB,BPBPBP,PP,ชายโครงแท้,6
PPBPPB,BPBPBPB,BPBBBP,ชายโครงแท้,7
PBBPBB,BPBPBP,PPPPBB,ชายโครงแท้,6
BBBPPP,PBPBPBPBPB,BPPPBP,ชายโครงแท้,10
BPBBPP,PBPBPB,BPPPB,ชายโครงแท้,6
PBPBBP,PBPBPB,BPPBBB,ชายโครงแท้,6
BPPBPB,BPBPBP,PB,ชายโครงแท้,6
PPPBBP,PBPBPBPB,BBPPBB,ชายโครงแท้,8
BBPPBB,BPBPBP,PBBBBB,ชายโครงแท้,6
BBPPPB,BPBPBP,PBPPBB,ชายโครงแท้,6
BBBPBP,PBPBPB,BBBBPP,ชายโครงแท้,6
PPPBBB,BPBPBPB,BBPB,ชายโครงแท้,7
,PBPBPB,BBPPBB,ชายโครงแท้,6
PPBBPP,PBPBPB,BP,ชายโครงแท้,6
BBBPPP,PBPBPB,BPPPPB,ชายโครงแท้,6
PPBPBP,PBPBPBP,PPBBBP,ชายโครงแท้,7
BBBBPB,BPBPBPB,BPBBPB,ชายโครงแท้,7
BBPBBB,BPBPBP,PPPPBB,ชายโครงแท้,6
