before,pingpong_tie,after,length,tie_position
BPTBBB,PBPBT,PBBBPT,5,108
PPBBBP,PBPBT,BBBPPB,5,12
BBBPPB,PBPBT,PPBBPP,5,11
PPBBPP,PBPBT,BBBTPP,5,22
PPBPTP,PBPBT,BBPPBP,5,45
BPPBPB,BPBPT,BBBBPB,5,69
PBPPPB,PBPBT,PBTBTP,5,43
PBTPBB,PBPBT,TBPPPB,5,51
PPPBBP,BPBPT,PPTPBP,5,20
PPPBBP,BPBPT,PPTPBP,5,20
PBPPPP,PBPBT,BTBTBT,5,11
PBPBTB,TBTBT,PPPBPB,5,17
PTPBTP,PBPBT,BPPPPP,5,49
PPTTPB,BPBPT,PBBPPP,5,14
BPBPPP,BPBPT,BPPPPT,5,45
PPPBPB,BPBPT,BTBPBP,5,22
BBBBBB,PBPBT,BBPTTP,5,27
BBBPPP,PBPBT,PTBBPP,5,23
PBBBBP,PBPBT,TBPBBP,5,48
BTTBPB,BPBPT,PPPBPT,5,57
BBPPBB,BPBPT,TPPBBT,5,33
PTBPTB,BPBPT,BTBTPP,5,46
PBPBPB,PBPBT,PPPBBB,5,63
PTBBBB,PBPBT,BPBBPP,5,60
BBPPPP,PBPBT,PPTTPP,5,34
BTBBTP,BPBPT,TBBBBP,5,62
BPBPPB,BTBTT,BBTPPB,5,36
PTBBTB,BPBPT,BBBBPP,5,50
PBPPBB,BTBTT,TBPPPP,5,30
TBPPPP,PBPBT,PBPPPB,5,41
PPBPPP,BTBTT,BBBPPP,5,38
BBBBBP,PBPBT,BPPBPP,5,14
TPPBBB,BPBPT,PTBPPB,5,32
PBBBTP,PBPBT,PPBBPB,5,54
PBBBPP,PBPBT,PPPPPP,5,52
PTPPPT,PBPBT,PBPPTP,5,30
TPPBTP,BTBTT,PPTPTP,5,45
BPPBTT,BPBPT,PPTBBP,5,43
PPPBBB,BPBPT,TBTBBB,5,53
PPBTBT,PBPBT,TBPPBP,5,18
BPBPBB,PBPBT,TPPBPP,5,64
TBPPPB,BTBTT,PBBPBP,5,24
BTPPBP,BPBPT,BPBBPB,5,39
BBBPPP,PBPBT,BBPBBB,5,20
PBPTBB,BPBPT,PPPBBP,5,13
PPPBPP,PBPBT,PPBBPB,5,53
TBPPPP,BPBPT,BTPPBB,5,37
BTBPPP,BPBPT,BBPBPT,5,39
BPBPTB,BPBPT,BBTBBP,5,45
BBBBBP,PBPBT,PTBBBP,5,19
BPTPPB,PBPBT,TBPBPB,5,24
BPBTTB,PBPBT,PPTPPB,5,31
BTPTTB,PBPBT,PBBBPT,5,19
BBBBPP,PBPBT,BPBPTP,5,17
PPBPBT,BPBPT,PBBPBT,5,22
PPTPBB,BPBPT,PBPPPP,5,33
BBBPPP,PBPBT,TBTBBB,5,56
PPPBTB,PBPBT,PPBPBB,5,15
BPPTBB,BPBPT,PBBPPB,5,47
PPBPBP,BPBPT,PBPPBP,5,16
PBTPPP,PBPBT,PBPPBB,5,17
PPBBTT,PBPBT,BBPPPB,5,14
BBPBBP,PBPBT,TBBBBB,5,50
BBBPTB,BPBPT,BBBBPP,5,10
TBPBPP,PBPBT,TBBPBB,5,19
PBPBBB,BPBPT,BBPPPP,5,56
PBBPPB,PBPBT,BPBPPP,5,31
BPPPBB,BPBPT,PPTBPB,5,44
PPBBPB,PBPBT,PPPPBB,5,31
PBBPBB,PTPTT,BBBPPB,5,26
PPTPBP,BPBPT,PBPBPP,5,56
PTBTTP,BPBPT,PBPPPB,5,31
BBTPBB,PBPBT,TPBBTB,5,28
TPBBBB,TBTBT,BBTTTT,5,33
PTTPBP,PBPBT,PPBPPB,5,70
PPBPBP,PBPBT,BPPPBB,5,48
BBPTPB,BPBPT,PBPBBP,5,36
PBBTPP,PBPBT,PTBPPP,5,49
PBPPPB,BPBPT,TPPBPP,5,30
PPPPPB,PBPBT,PBBPBP,5,46
PPPPBP,BPBPT,PBBBBP,5,121
BBBBPP,PBPBT,PPPBBB,5,52
BBBBPP,PBPBT,PPPBBB,5,52
BPPPTT,BPBPT,PPBPPP,5,23
PBBPPB,PBPBT,BPPPPP,5,40
PPBBPT,BPBPT,PPBBBP,5,46
BBBPPP,PBPBT,TPBPBB,5,55
BBTTPB,BPBPT,PPPPBP,5,38
BPBPBP,BPBPT,TBBBPP,5,40
BPBPBP,BPBPT,TBBBPP,5,40
BPPPBT,PBPBT,BBPBBB,5,40
BBBBPP,PBPBT,TPPPPB,5,42
BBPBPB,PBPBT,PBBPTB,5,48
PPBBTB,BPBPT,PPBBBB,5,45
BBBPPP,BPBPT,BBPPBB,5,56
PPBTBT,BPBPT,TBPPBB,5,15
BBBBPB,BPBPT,TBPTTT,5,67
BTPPPB,BPBPT,TPPPBB,5,52
BPPPPT,PBPBT,PPBPPP,5,29
PBPPBP,BPBPT,BPPPPB,5,49
PBPBBP,TBTBT,BBBPTB,5,26
BPPPBP,BPBPT,BPPBPP,5,50
BPPPBP,BPBPT,BPPBPP,5,50
BBBTBB,BPBPT,TPBTTB,5,38
PBPBBB,BPBPT,PPPBBP,5,39
PPBBTP,BPBPT,PPPTPT,5,44
TPBPBP,PBPBT,BBPBPP,5,70
BTPBBB,BPBPT,TTPBPB,5,10
PBPPPP,PBPBT,PPPPPP,5,53
PBBPBT,PBPBT,BPPPTB,5,15
BPBBPP,PTPTT,BBBBBP,5,55
BBPPTP,BPBPT,PPPTPT,5,33
PBPTPP,PTPTT,BBPBPT,5,40
PTPTTB,BPBPT,BPPBBP,5,46
BBPTPB,BPBPT,BPBPBP,5,66
TBPBPP,PBPBT,PPBBBB,5,41
BBTBPP,BPBPT,PPPPTB,5,49
PPBPPB,PBPBT,BBPBBT,5,36
BPBPPB,BPBPT,TPBPBB,5,50
PPBBBP,PBPBT,BPBPPP,5,53
PBBBPP,PBPBT,PBBPBB,5,15
BBPPTP,PBPBT,PBPBPP,5,49
PPBPPP,PBPBT,PPPBTT,5,18
TBBPBP,PBPBT,BBPBPT,5,47
PBPBTB,BPBPT,PBBBPP,5,53
PBPPTP,BPBPT,BPPPPP,5,51
TPPBBB,BPBPT,BBBPPB,5,11
PPPPBP,PBPBT,BBBBPT,5,53
PPBBPP,BPBPT,TBPBPB,5,71
BBBTPP,BPBPT,PBPBPB,5,61
PBPTPB,PBPBT,PBBPBP,5,68
PPTBPP,PBPBT,PPPBBP,5,33
PPPPPB,PTPTT,PBBPBB,5,61
BBPBPB,BTBTT,BBPPBB,5,46
TPPPPP,PBPBT,TTPBPB,5,15
PBPPPB,TBTBT,TBPPBB,5,26
BPPPBP,PBPBT,TPBBBP,5,37
PTBPPP,BPBPT,BBPPPB,5,61
PBPBPB,BPBPT,PPBBTB,5,26
BPPBTB,BPBPT,BPPBTP,5,62
BBPPPB,BPBPT,BBBPBP,5,60
BPBBBB,BPBPT,PPPBPB,5,44
PBPTPP,PBPBT,BTBBPT,5,51
BPPBTP,BPBPT,BBPPBB,5,12
BBBPPP,PBPBT,PPBTBB,5,52
PPPPTB,PBPBT,PBPPBP,5,49
BBBPPB,BPBPT,PBBPTB,5,34
BTBBPB,BTBTT,BBBPPP,5,10
BPTTBP,BPBPT,TPBPPP,5,52
TPBPPP,PBPBT,PPPBBP,5,63
BPBPBP,BPBPT,BBBTBP,5,16
PBBPBB,BPBPT,PBTPPB,5,30
BBBBPB,PBPBT,BBPPTB,5,63
BBPPPP,BPBPT,TPBBPB,5,12
BTPBBP,PBPBT,PBBBPT,5,32
TPBBBB,PBPBT,PBPPBP,5,51
TPPBBP,BPBPT,BBPPBB,5,32
PBBPBB,BPBPT,TPPPBB,5,22
PTBBPB,TPTPT,BBPBTT,5,56
BPBPPB,PBPBT,BBBPPP,5,46
BBPBBB,BPBPT,PBBBPP,5,31
BBBBPB,BPBPT,BBTTBB,5,45
BPPBBP,PBPBT,PBBPPP,5,54
PPPPPP,PBPBT,PBTTPP,5,44
TPBTTP,PTPTT,BBBPPT,5,54
BPPBBB,PBPBT,PPPPBB,5,16
BBBPTP,BPBPT,BBPBPP,5,27
BPPBPP,PBPBT,BPBPBB,5,51
PBBBBP,PBPBT,TTTBBT,5,89
PBBPPP,BPBPT,PTPTPT,5,20
BPBPTP,TPTPT,TBBBBP,5,26
BBBBPB,BPBPT,BBBBPP,5,46
PBBBTB,PBPBT,PBPPPP,5,11
PPBPPB,PBPBT,BBTTPP,5,18
PBPBPP,TBTBT,PBBPPB,5,35
BBPPBB,BPBPT,TPBTPB,5,47
BBPPBP,BPBPT,BTTBBP,5,45
TBBBPP,BPBPT,TPBPBB,5,58
BBBBBP,TBTBT,PPBPPP,5,37
BPBPPB,BPBPT,PPBPPP,5,24
BBBPTP,TBTBT,BPPTTB,5,51
PPBBBB,BPBPT,PBPBPP,5,37
PBBPPB,PBPBT,BBPPPP,5,43
PPPBBP,BPBPT,TPBPPB,5,34
PBBPTP,BPBPT,BBPPPP,5,52
PBBPPT,PBPBT,BBPBPP,5,17
BBBPPB,PBPBT,PTPBBP,5,13
BPPBBP,BPBPT,PPPBBP,5,31
TBPBPP,BPBPT,TTPTBB,5,14
BBBPPP,PBPBT,BBBTTB,5,17
TPPBBB,BPBPT,BBBBBB,5,34
BTBPTP,BPBPT,PBBBPB,5,64
TBBPPB,PBPBT,PPBBBB,5,27
BBBBBB,BPBPT,PPPBTP,5,24
BBBBTB,BPBPT,BPBPPP,5,28
BPBBPB,PBPBT,BTPPTB,5,29
PBBBPP,PBPBT,TBPPPB,5,49
PPBBBP,PTPTT,PBPPTT,5,53
PBPBBB,BPBPT,TPPPPT,5,16
BPBPPP,PBPBT,BPPBPP,5,57
BBPPPP,PBPBT,TBBPPP,5,20
PPPPPB,BTBTT,BBPPBB,5,52
PBPBPB,PBPBT,BBBPBP,5,19
BBPTBB,BPBPT,PBBPBP,5,40
PPBTBB,BPBPT,BBPPPP,5,52
BBPPBP,PBPBT,BPPPPB,5,10
BTTTPB,BTBTT,PBBPBB,5,10
TTBBBP,BPBPT,BBBBPB,5,54
TPTBBB,BPBPT,PTTPPP,5,39
PPPBBP,PBPBT,PBPBPB,5,54
BPPPBB,BPBPT,TBBPBB,5,58
BBBBPB,BTBTT,PPBBBB,5,63
PTTBBP,BPBPT,PBBPPB,5,50
PBPBBP,PBPBT,BBBBPB,5,24
TPBBPB,BPBPT,PBPPBB,5,57
PPPBBP,BPBPT,PBBBBP,5,20
BBTBPB,BTBTT,BPPPPP,5,24
PPBPPB,PBPBT,PBPBBT,5,14
PBPBPB,PBPBT,BBPPPP,5,43
BPBPPP,BTBTT,PBPPBB,5,53
TBBPPP,BPBPT,PPTPBP,5,63
BBBBBB,PBPBT,BPBBPB,5,56
BPPBPB,PBPBT,PPBBPB,5,58
TBBBBP,PBPBT,BPTBBB,5,37
TBPTBB,BPBPT,BPBBTP,5,47
BBBBTB,PBPBT,PBPPTB,5,47
PPBPTP,BPBPT,BBBBTP,5,61
BPTBBP,BPBPT,TBBBPP,5,26
PPBBPB,BPBPT,PPPPPB,5,30
PPBBTP,PBPBT,PBBBBP,5,52
PPPBBP,PTPTT,PPPBTB,5,25
PPPBTB,PBPBT,BBBBPP,5,36
BBBBPB,BPBPT,BTTPPB,5,48
PPPPBB,PBPBT,PBPBBP,5,20
TTBPPB,BTBTT,BPTBPP,5,47
TBPBBP,BPBPT,BPBPPB,5,34
BBBPTP,BPBPT,TPPBPP,5,55
BPPBBB,BPBPT,PPBBBB,5,19
PPPBBP,BPBPT,TTBBBP,5,38
PTTTBB,BPBPT,PPPBBP,5,47
BBBPPB,BPBPT,BTBBBP,5,43
PPBTBP,BPBPT,PBBPTB,5,29
BPBPPP,BPBPT,PPBPPB,5,10
TBPBBB,BPBPT,PPBBBB,5,73
TTBPBB,BPBPT,BPPPPP,5,20
PPPPPB,BPBPT,BBPPPP,5,32
PBPPBB,BTBTT,PPPPPT,5,18
BPPTBT,PBPBT,PBBBPT,5,14
PBPBBP,PBPBT,TPBPTB,5,63
BTBBBB,PBPBT,PBBBBP,5,26
BPBPBB,PBPBT,BBTPBB,5,29
TBBTPB,BPBPT,PBBBPB,5,39
BBBPBB,PBPBT,TPPPPP,5,58
BBPPPB,BPBPT,TBBBBP,5,58
TPTPPB,BPBPT,BBBBBB,5,46
PBBPPB,BPBPT,BPPBPB,5,53
PBTTPB,PBPBT,BPTPBB,5,26
PBBTPP,PBPBT,PBBPTB,5,54
BPBBBP,PBPBT,PBTBBB,5,23
PPBPPT,PBPBT,PPBBTP,5,73
TPPPPB,BPBPT,BPPPBP,5,15
PTTBBB,BPBPT,PBPBPB,5,44
BTBPBT,PBPBT,BPPTPB,5,25
PPPPBB,BPBPT,PPPPBP,5,12
BBTTBP,PBPBT,PPPPBP,5,15
PBTPPP,PBPBT,PBBPPP,5,23
BBPPPP,PBPBT,TTTBBP,5,35
PBBBPB,PBPBT,PPBBPB,5,61
PBPPPB,BPBPT,PBBPBT,5,25
BBBBTB,PBPBT,PBPPBB,5,25
PPBBPT,PBPBT,BTBPBB,5,38
BTPTPP,PBPBT,BPBPPP,5,65
BBBPTB,PBPBT,BPPBPB,5,33
PTBPBT,PBPBT,BPBBBP,5,16
PPPPBP,PBPBT,PPPPBP,5,21
PBBTBP,BPBPT,PPPPBB,5,26
PBBBBB,BPBPT,BPBBBB,5,10
BPBBPB,BPBPT,TPBTBP,5,57
PPPPBB,BTBTT,BBPBTB,5,53
BBBBPB,PBPBT,TBBTBP,5,21
PBBPBT,BPBPT,BBTBPP,5,32
PPTPBB,PBPBT,BBBPBB,5,40
BBBBBB,PBPBT,TPPPPB,5,25
BPPTTP,BPBPT,BTBPPB,5,29
PBBBBB,BPBPT,PPBBBB,5,22
TTBBPP,PBPBT,TBPBPP,5,12
PBBPTB,BPBPT,BBPPPB,5,36
PPTBBB,BTBTT,PBPPBP,5,52
BBPPBB,BPBPT,BPPPPP,5,15
PPPBPT,PBPBT,TPTBBB,5,12
BBPPPP,BPBPT,TPPBBB,5,12
BPBPPP,PBPBT,BPBBBP,5,35
BBBBPB,PBPBT,PBBBBT,5,28
BTPBPB,BPBPT,PBBBBP,5,37
TPTPBP,BPBPT,PBPPBP,5,65
PPBTBP,BPBPT,PPTBBB,5,46
PPPBBB,PBPBT,PBTBBP,5,47
PBPBBP,PBPBT,PBBPTB,5,28
BPBPBP,PBPBT,PPBPPB,5,19
BPTTBB,PBPBT,BPPPTB,5,46
BPPPPB,BPBPT,PPPBBB,5,36
BPBPPB,PBPBT,BPTPBT,5,21
PBBTTT,PBPBT,BBPPPP,5,44
PBBPPB,PBPBT,PBTPBB,5,37
BBBBBP,PBPBT,TTPPPB,5,49
BBPPBP,BPBPT,TPPBBB,5,26
PTPBBP,PBPBT,BPBPPB,5,21
TPBBBP,PBPBT,BTPBBB,5,17
PPPPPB,BPBPT,PBBBBP,5,51
PBBPBP,BPBPT,BBTBPP,5,29
PPTPBP,PBPBT,TPBPBB,5,15
PBPPPB,BPBPT,PBBPBB,5,34
BPBPBP,BPBPT,PPBBBP,5,11
TPPPPT,PBPBT,TPBBPB,5,30
BPBBBP,PBPBT,BBPPBB,5,56
TBBPBP,BPBPT,BBBBPP,5,47
BBPPPP,PBPBT,BBTBBT,5,23
PPPTBP,PBPBT,BPPBBT,5,23
BTBPBB,PBPBT,BBPBBB,5,30
BBPTPB,PBPBT,BBBBPP,5,17
PBPBBB,BPBPT,BBBPBB,5,38
PPPBBB,BPBPT,PBBBBB,5,19
BTBPPP,BPBPT,PBPPBP,5,58
PPPBPP,TBTBT,PPPBBB,5,25
PPPPBP,BPBPT,BPBBBB,5,62
BBBPBT,BPBPT,BTBPPP,5,51
BBPBPP,PTPTT,BPPPTP,5,38
PBTPBB,PBPBT,BPBBBB,5,23
PBBPTB,BPBPT,TPPPPB,5,44
PBBPBB,BPBPT,PPTTBB,5,47
PPBBPP,PBPBT,PPPBPP,5,77
BBPPBP,BPBPT,PPBBBP,5,32
PPPPBP,BPBPT,BPBPTB,5,55
PPBPPP,BPBPT,BTPTPP,5,27
BBPBBB,PBPBT,BTPPTB,5,27
BPTTTP,PTPTT,BPPTPB,5,42
PPBPBB,BPBPT,PBPPBB,5,52
PPBPBP,BPBPT,BPPPPB,5,51
PPBBPB,BPBPT,PBBBBB,5,56
PPPTPB,BPBPT,PPTPBP,5,46
BBPBPB,BPBPT,TBBBBB,5,40
PBTPBP,BPBPT,PBBPTB,5,23
BTPPBB,PBPBT,PPBBBP,5,67
PBBPPP,PBPBT,BTPPBP,5,36
PPPPPP,PBPBT,BPTBTP,5,22
TBBBPP,PBPBT,BPPBPT,5,39
BPPBPB,BPBPT,PPTBPP,5,71
PPBPPT,BPBPT,PBBPBP,5,55
BTTBPB,PBPBT,BTBPPB,5,10
PBPBBB,BPBPT,BPBBBT,5,41
BPBBBP,BPBPT,TBPBPB,5,11
BTBPBT,PBPBT,BPPPBP,5,29
BBBBBP,PBPBT,TPPPPP,5,17
BTBPPB,BPBPT,TPBPBB,5,30
TBBBTB,BPBPT,BPPBPT,5,34
BTPBPP,BPBPT,BTPPBB,5,56
BPPBPP,BPBPT,BPPPTB,5,54
BBBPBB,BTBTT,PPPPBP,5,21
BPPPBP,PBPBT,BBPPPP,5,52
BPBPPP,PBPBT,PBPBBT,5,21
PBBPPP,BPBPT,BPBBBB,5,28
BBPPBB,BPBPT,PBPPBP,5,12
BBBPBB,BPBPT,PTTBTB,5,14
TPPBPP,PBPBT,PBPTTP,5,40
PPBBPB,PBPBT,BPBBBP,5,25
BTPBPB,BPBPT,PPPPBP,5,13
PPPPBP,TPTPT,TBPBPB,5,38
BBBTBP,PBPBT,PPBPPT,5,38
BBBBBP,BPBPT,PBPPBT,5,34
PPBPPP,BPBPT,TPPPPP,5,41
PBBPPP,PBPBT,BPBPPB,5,25
BPPPTB,PBPBT,PPBPBB,5,43
PBBBBB,PBPBT,PPPBPB,5,14
BBBPPB,PBPBT,TPPBPB,5,28
BPBBBP,PBPBT,TBPBPP,5,62
BTBBBP,PBPBT,PBBPPB,5,10
PPPTPB,PBPBT,TBPPBB,5,47
PPPPPB,PBPBT,PPBBPP,5,46
BBBPPP,BPBPT,BTTBTB,5,10
BBBBBP,PBPBT,BBBBPB,5,49
PPPBTP,BTBTT,PPTBBB,5,30
PBBBPP,PBPBT,BPTBBB,5,18
BPPBBB,BPBPT,BPPPPP,5,44
BPPBBB,BPBPT,BPPPPP,5,44
BBBPBB,PBPBT,BPBBBP,5,49
BPPBBP,BPBPT,BBBBTB,5,21
BPPBBP,BPBPT,BBBBTB,5,21
BPBBBP,PBPBT,TTPPPB,5,25
BPBBBP,PBPBT,TTPPPB,5,25
BBTPBP,BPBPT,PPBBPB,5,77
PBPTBP,PBPBT,PBPBBP,5,113
BBBBBP,BPBPT,PBPBBB,5,32
BBPPPP,PTPTT,TPPPBB,5,40
BBBPBB,BPBPT,TPTBBP,5,12
BPBBBP,PBPBT,TBPPTT,5,62
PBBPPB,BPBPT,PPPBBB,5,40
BPPBBB,PBPBT,BBPPPB,5,48
BPPPTT,PBPBT,BTBPBP,5,29
BBPBPP,BPBPT,BPBPPB,5,47
PTBPTB,BPBPT,PPPPBP,5,44
PPPPPP,BPBPT,PBBPBB,5,26
PBPBPP,PBPBT,PTBBBB,5,44
BBPBPP,BPBPT,PPBPPP,5,60
BBTBBB,PBPBT,TBPBPB,5,52
TPBTTP,BPBPT,BPPBPP,5,56
PPTPPP,BPBPT,TBBBBB,5,17
BPTBBB,BPBPT,BPBBBB,5,23
BPBPPP,BPBPT,BPBBPB,5,21
BPBPBP,BPBPT,TTBBBT,5,20
BPPPBB,PBPBT,TPPBPP,5,63
BTPPBB,PBPBT,BBBPBP,5,20
PPBPBB,PBPBT,TBPBPP,5,37
PPBBPB,BPBPT,BBPBBP,5,26
BBBPBP,PBPBT,PPBBBP,5,16
BBBPPP,PBPBT,PPPBPP,5,40
BBPPPT,BPBPT,BBBPPB,5,11
BBPPBP,BPBPT,BPPTBP,5,31
PPBBPP,PBPBT,PPTTPP,5,47
BBPBBP,BTBTT,BPPBPB,5,64
PPPBBP,PBPBT,PBPTTP,5,24
BBPBBP,PBPBT,BPPPBB,5,53
PBBBPP,PBPBT,BPPBBB,5,73
PTBBPB,BPBPT,BPPPBB,5,15
PBBPPB,PTPTT,BPBBBB,5,44
PPPBBB,BPBPT,PPPPBB,5,23
PBBBBP,PBPBT,BTTTPP,5,58
BBPPTP,PBPBT,BBPBPP,5,16
BPPPPP,BPBPT,TTBBPP,5,43
BBPPBB,BPBPT,BPBPBP,5,43
BPTBPB,PBPBT,BBTPTP,5,51
TTBPPP,PTPTT,TBBPPB,5,40
PPTBBT,PBPBT,BPBPPP,5,32
PPPPPB,BPBPT,BPPBBB,5,33
PBTTPB,BPBPT,PBPPPP,5,47
PBPPPT,PBPBT,BPPPPP,5,67
PBBBBB,BPBPT,BPPPTT,5,30
TBPPBP,PTPTT,PPBBTB,5,46
PTBPBB,BPBPT,BPBPPP,5,40
BPPBBB,TPTPT,TBBBTP,5,51
PBBBBP,BPBPT,PBTTBB,5,51
PBBBBP,BPBPT,PBTTBB,5,51
BPTBPB,BPBPT,BBBPPP,5,63
BBPBBB,BPBPT,BTTTBP,5,32
PPPBBP,BPBPT,TPBPPB,5,66
PPBBBB,BPBPT,PTBBBP,5,26
BPPTTP,PBPBT,BTTTPP,5,24
PPPPPP,PBPBT,TBBTBB,5,48
BTBPBB,BPBPT,PBTBPP,5,42
TBPBPB,BPBPT,PTTBPB,5,18
TPTTBP,BPBPT,TPBPBP,5,28
TPPBTP,BPBPT,BBBPPP,5,14
TPPBTP,BPBPT,BBBPPP,5,14
TBPTBB,PBPBT,PPBPBP,5,39
BPBTPP,BPBPT,BBBPPP,5,46
BBPBBB,BPBPT,TPBBBB,5,39
PPPBBP,BPBPT,BBTBPP,5,24
BBPPPP,PBPBT,TPPPPP,5,70
BTBBBB,BPBPT,PPPPPP,5,49
TPBBBB,PBPBT,BPPBPP,5,22
PPPPPB,PBPBT,BBPPTB,5,42
PBBPPB,BPBPT,BPPBBB,5,21
BPPBBB,BTBTT,PBPBBB,5,26
BTPPPB,BPBPT,PBBPBB,5,21
BBPTBB,PTPTT,PTBBPP,5,18
PTPPBB,BPBPT,PBBPPB,5,37
PBBPTT,PBPBT,PPBBBB,5,38
TPBPPP,BPBPT,BBBTPP,5,51
BBPPPP,PBPBT,BBBPTP,5,26
BTTBPB,PBPBT,PBPBBT,5,24
PBBPPB,BTBTT,PBPPPB,5,68
BBBPPP,PBPBT,PBBPPB,5,15
BPPBPB,BPBPT,BBBPPB,5,20
PBBTPP,PBPBT,BBBPBP,5,13
TBBBPB,PBPBT,BTBBBT,5,23
PPTPBB,PBPBT,PBBPPP,5,23
PBBBBB,BTBTT,TBBTBB,5,48
BBPBPB,PBPBT,PPBBTP,5,16
PBPPBT,PBPBT,PBPBBB,5,36
BPBPPB,PBPBT,BTPBPP,5,16
PPPPBP,BPBPT,TPBBPB,5,44
TPBPPB,PBPBT,BPBPPB,5,62
PTBBBB,BPBPT,PBBPPB,5,39
BBPPBP,BPBPT,BBPPBP,5,11
TBPBPB,PBPBT,TPBBBB,5,33
PPBBBP,PBPBT,PPBBPP,5,27
PPPBBB,PBPBT,PPPBPT,5,35
BPPBBB,PBPBT,BPPBPP,5,17
BBBBPP,BPBPT,PPBBPB,5,39
BPBPBB,BTBTT,BTBBBB,5,42
PPBBPP,BPBPT,BTPPBB,5,55
PBBTBP,PBPBT,PPBPBB,5,55
BBPBPP,PBPBT,PBBBBB,5,59
BTBBPB,PBPBT,PPBBPP,5,26
BBPPPP,PBPBT,BBPBPP,5,36
BBPPBP,PBPBT,PPPBBP,5,21
TPPPBB,PBPBT,PBPTPP,5,31
PPPPPB,BPBPT,TBPTTP,5,41
PBPBPP,BPBPT,BPPBPP,5,29
PPPPPB,PBPBT,BBTPPP,5,33
BBPPPB,BPBPT,BBBPPB,5,55
PBBPPP,BPBPT,PPPBBB,5,36
PBBBBB,BPBPT,PPPPPP,5,59
PPPBBB,PBPBT,PPPPPB,5,47
TTPPBB,PBPBT,TPPPPB,5,40
PBPPPP,TBTBT,TBPPBP,5,12
BBBPBB,BPBPT,TBBTBP,5,52
BBTPPB,PTPTT,BPPBPP,5,49
TBPPBP,PBPBT,BPPPPP,5,59
BBTPPB,PTPTT,BPPBPP,5,49
TBPPBP,PBPBT,BPPPPP,5,59
BBBPTB,BTBTT,PPTTPP,5,16
PBBBBB,PTPTT,TBBBPP,5,52
TTPPPP,PBPBT,BBPPBB,5,53
BBBPBP,BPBPT,BBPBBP,5,44
BBPPPP,PBPBT,BBBPBB,5,42
PPBBPP,BPBPT,BPBPBB,5,15
BPBPBB,BPBPT,PBPTBP,5,29
PTBPTP,BPBPT,BPPTBB,5,71
BBBBPP,PBPBT,PBTTBB,5,25
TBBBBB,BPBPT,BTBBBP,5,63
BBPBBP,PBPBT,BBPBBB,5,14
BPBTBP,PTPTT,PPPTBT,5,19
TTBBPP,BPBPT,BBPPPP,5,56
BBTPPP,BPBPT,BBPPPP,5,20
PPPTBP,PBPBT,TBBBPP,5,31
BBBPBP,PTPTT,BBBPPP,5,12
TBBBPP,PTPTT,BBBPPP,5,22
BTTPPB,PBPBT,PTPBBP,5,10
BTBPBB,BPBPT,PPPBTP,5,31
BBBBBP,BPBPT,PBPPBP,5,58
PPTBBP,BPBPT,PPBPBP,5,44
BPBBBB,BPBPT,PBBBPT,5,50
TPBBPP,PBPBT,BTBBPP,5,56
BPPBBB,BPBPT,BPPTBB,5,25
BPPPBB,BPBPT,TPPPPP,5,54
PPBBBB,BPBPT,PPBPBB,5,28
PPPPPB,TPTPT,BBPTPB,5,50
BPPPPB,BPBPT,BPTBPB,5,65
PBBBPB,PBPBT,PBBBPP,5,32
BBPPTB,BPBPT,PTBBPB,5,45
PBPPBP,BPBPT,BPTPPT,5,39
PPPPBB,PBPBT,BPTBPB,5,25
BTBPTB,PBPBT,BPPTTB,5,34
PBPBPB,PBPBT,BPPBBP,5,36
BPTPPP,PBPBT,PBPBBP,5,58
BTBPPB,BPBPT,TPPBPT,5,20
TTPPPP,BPBPT,PPPPPB,5,63
PPPBBP,PBPBT,BPPPBB,5,25
BPBBPP,PBPBT,TBTTBP,5,53
PPPBBB,PBPBT,BBPPPB,5,13
BBBPPB,BPBPT,TPPPPP,5,34
BBPPBB,BPBPT,TBBPBP,5,62
PPPBBB,BPBPT,BPBPBP,5,29
BPBBPB,BPBPT,BBBPBP,5,33
BBPBBB,PBPBT,PPBBBP,5,70
TPPTBB,BPBPT,TBBPBB,5,52
BBPPPP,BPBPT,TBPPPP,5,73
PPPPPB,BPBPT,BBBPPB,5,33
BPPBPP,BPBPT,PTTBPB,5,22
TPPPPP,BPBPT,BBBBBP,5,98
BBBPBP,BPBPT,BTPPBB,5,18
PPTPBB,BTBTT,BBBBBB,5,51
BPPBTB,TPTPT,BBPTPP,5,61
BPBPPB,PBPBT,PBPPBP,5,16
PBPPBP,PBPBT,BPPBPT,5,34
PBBPPP,TBTBT,BTPBPB,5,15
PBPPBB,PBPBT,BPBBPP,5,42
PBPPPB,BPBPT,TBBBPB,5,46
BBBBPB,BPBPT,BPBBPB,5,52
PPPTPB,BPBPT,BPBBPP,5,51
PBBPPP,BPBPT,BBPPPP,5,63
PPPPBP,BPBPT,BPPBBP,5,17
BBBPPB,PBPBT,BTBBBP,5,62
PBPBPP,TPTPT,TPPPTP,5,21
BBBBPB,BPBPT,PTPPBB,5,27
PPBBTP,PBPBT,BBTBBP,5,13
TPBBBP,BPBPT,PPBPPB,5,43
TPBBBP,BPBPT,PPBPPB,5,43
BPBPBB,BTBTT,PPBTPB,5,54
BPPPPP,BPBPT,TPBPPP,5,24
BPBPPB,PBPBT,BPPBPP,5,48
BTBBBB,BTBTT,PBPPTB,5,20
