5/12/2024,SA D01,BTBPPPPBPBBPBBBPBPPBPTPTBPBBPPTBTTPPPPBPPTPBBBBPPPBBPPBP
5/12/2024,SA D01,PBBBPPPPTPPPPPBPPPPBPTBPPPPBBPPPTPPPPBPPPTPBBBTPBPPBBPB
5/12/2024,SA D01,BBPBPBBBPPPPPBPTPPBBPPPPBPPPBBBPPBTPBTPPPBPBBTTTPPBPBB
5/12/2024,SA D01,PPBBBBBPBPBBPPBBBPBPPBPBBBBBPPTPBBPBBBBBBPBBPTBBTBBBBPPBPPBB
5/12/2024,SA D01,BBBTPBPTPPPBPBBBPTPTPPBPBPBPPBPBTTPBPBTPBPPPPPPTBBBPBB
5/12/2024,SA D01,PPBPBBBBPTPBBPBTPBPBPBTBBPTPBTPBBPPPBBPBBBBTPTBPPBBBPBPBBBPP
5/12/2024,SA D01,PPPPBPPBTBBBBPBPBPPPBBPBBPBPBBPBPBPBBBBBPPTPPBTPBBBP
5/12/2024,SA D01,BBBPPPTBTPBPBBPPBPBPPPBPBPPBPPPTBPPPBBPPBPBPPPPPPB
5/12/2024,SA D01,PPBPBPPBBBPPTPBBPPPPPPBPPBBBPBBPPPBBPBPBBPBBBBBBBPTBPTPPBTPP
5/12/2024,SA D01,PPPTBPBPPTBPPPBBPBPBBPPPPBBPBBPBTPPPPTPBPTPPTBPBTBBPPTPPBPB
5/12/2024,SA D01,BPBTBBPPBTBPPBBBBPPTBBBBPBBBPPTPBPBTPBBPPBBBBPTPPPPBPT
5/12/2024,SA D01,PTTBBBBBBBBBBTBBBBBPBBBTPBBBPBPBBTPBBPPPBPPBPPBBPBPPPBPPB
5/12/2024,SA D01,PBBPBBBBTPPBBPBBPPBPBTBBPBBPBBPPTPPPPPBBPBBBPTBPBPPBPBPPT
5/12/2024,SA D01,PPTPPBPBBBPPBBPBPBBPPPPPBPPBPBPBBBPPBBBBBBPPPBBPBPBBPB
5/12/2024,SA D01,BPBBPPPBPTTBPBBPPPBBBPBBBBBPBPPTBBBPBPBPPPPBTBPBPPBPTBB
5/12/2024,SA D01,PPTPPBBTPBTBBBPPBPPPPBBPPBPBPBPBBPPPBPBBTBPPBBPBPPTPTPPPTP
5/12/2024,SA D01,BBBPBBPBBPBPPPPBTBPPBBTBPTPPBPPTPBBPTTPBBPBBBBBPPBBBPBBPBP
6/12/2024,SA D01,TBBBTPBTBTTPBPTBBPBBBPPBBPBPBPPPBPBBBPBPTPBBBBBPBPTBPBBBBPBP
6/12/2024,SA D01,BPBPPPBPTBPBPPPBPBBTPTBBBPPTBPBBBTTBPPBBPBBBBBTPBTBBPPPPBBPT
6/12/2024,SA D01,TTTBBBBBBBBTBTPPBBPBPBPPBBBPPBPBPBBBPBPBBPBPBTBPPPPPPBTBB
6/12/2024,SA D01,TPBPPPPPBBBBPTPBBBBTBTTBPPPPBPPBPBBPPTBPPBPBBPBPBBBBBB
6/12/2024,SA D01,PBBPBBPBTBPBBPBTPPBTBBBPPTPBBBPPPBPPBPPBPPPPBPBTPPPBTPPTBB
6/12/2024,SA D01,PPBBBBBBPPPBBPBPPPBTBBPPTPTBBBBPBPBBTTTBTBPBPTBBPPBBPBBPPPTP
6/12/2024,SA D01,PPTPPBBBPBPBBPBPPBPPPBBPPTBBBBPBTTTPPBBPBBBPPBBBPPPBPPTP
6/12/2024,SA D01,BBPBPPPBPBBBPPPPPBBBBPPTBBBPPBBBPPPBPPPPPBBTBBBPPPBBBBTPP
6/12/2024,SA D01,BTPPPBBPBPPPBBPBBBBBBPPBBBPPBBPBPPPPPPPPBBBBPPPBBPTTPPPPPBP
6/12/2024,SA D01,BTPPBBBBTBPPPPPPBBTPBBBBPBBBBPPBBPBPPBPPBBPBPPBBTPPP
6/12/2024,SA D01,PPBPPPPPTTBPTPPPPPPPPPPPBTPBPPPPBPBBPPTBPPPBPBP
6/12/2024,SA D01,BBBBBPPPPTPPPTPPPPTBPPPPBBBBPPPBPBPBPBTPBPPTBBBBBTBTBBBP
6/12/2024,SA D01,BBPBPPBPPPPBPBBBBPBPBPPTPBTPPPBTPPBPPPBPBBPPTPPBBBBB
6/12/2024,SA D01,TBPPBBBBPPBBBBPBPBBTPPTPPBPBPBPPTBPBPPBBBTPPPPBBBPPPPPBPBBT
6/12/2024,SA D01,BTPPBPBBPPBPBBBPPPTPBPBBPBBBTTPPBBBPPTBBTBPPPBPBPTPPBPB
6/12/2024,SA D01,BPBBPTBBPPPBPPPBPPBBBBPPPPPBTBTPPTPBBTBBBPBBPPBPB
6/12/2024,SA D01,PBPPBPPPBPPPBBBPBBBPBBBTPPBPPPPBPPTPPBPPPBBPBPBBBPPBBBTBBPBB
6/12/2024,SA D01,TBPPPPPBTTTBBBBPBBPBBBPPPBTBBPPBBPTBPPBBPBBTPBBBTBTBTBPBBBBB
6/12/2024,SA D01,BTPPTPBPBBBPBBBPPPPPBBPPBPBPTBPPBBPBPBPPBBBTPPPBPTPPBPTBB
6/12/2024,SA D01,BBPTPBTBPPBPTBPPBBBPBTPBPPBBBPPBBPBPPBPPPPPTPBPBBTPPBBT
6/12/2024,SA D01,BBBPBBBTPBPPPTTBPPPPPTTBPBPPBBPBBTPPBTBBBPPTBPPPTBBPBBPB
6/12/2024,SA D01,TPBTBBBPBPPTTTBPBBPPPPPPBBPBBBPPPPBPBPBPBBBBPPBBBPPPB
6/12/2024,SA D01,BBBPTPPPPBPPBTBBPBPTPBBPBBTBPPPPBPPBTPPBBBTPPBPBBBPBPBPPB
7/12/2024,SA D01,PBPBPPPBPPTPPTPPBBTBBPBPPBPBBPPTTBPPPTBPBBPBBPPPBTPBPPBPP
7/12/2024,SA D01,PBBPPPBPBPBPTBTBPBBPTBPBBPPTPPBBBBBBPBPBPBBTPPPBTPPBBPPBBBBB
7/12/2024,SA D01,PBPBPPPBTBPPPBPTBBPTBPPBBPPPPTBBPBBBPBBBBTBTBTPPBPPPTB
7/12/2024,SA D01,PPPTBBPBBPPBPPPPBPBBTPBPBBBPTPBBBPTPPBPPBPBBPPBBTBBPPBPPBPPB
7/12/2024,SA D01,PPBPPBBBPBPPBPBBBBBPBBBBPPBPBPPBTPPBBBBBBPBBBBPPPTTPPBTBBBPB
7/12/2024,SA D01,BPPBTBBPBBBPPBPBBBPBTBPBTBPBBPBPPBPBBBPBBBTPBPBPBPPTPPP
7/12/2024,SA D01,PBBPPBTBBPTBPPBPBBPBPBBTPBPBPBPBPPBBBPPPPBBPPPBPTPBBBPBP
7/12/2024,SA D01,TPTBBTBPPBBPPBPBBPPPPPPPPBBBTBTBBBBPPPTPTPBBBPPBBPBBBT
7/12/2024,SA D01,PPTPPBPBBBPTBBBPTPBTPPBBPPPBPPBBPBBBTPBBPPPPPBPPBPBBP
7/12/2024,SA D01,PBBBPBPPPBPBPBPBPBTBPPBPBPBBPPPBBBBTPPBPBBBBTTPBBPBBPBPBPPPB
7/12/2024,SA D01,BPBTBBPBBPBPBTBPBBTBTTTPPBPPBPPPPPPBTBTTBBBTBBPBPBPBBBPBP
7/12/2024,SA D01,BBBBBBBBBPBPTPBPPBBPPPTBBTBBBBPPTPBPBBPPBPPBPBBBPB
7/12/2024,SA D01,BBBTBBPPBBPPBPBPPBBPBPPTPBBPBPPPBPBBBBPBTPPTPBPBPPBPBPBBB
7/12/2024,SA D01,PBBBPBPPBBPPBPBBTPBPPTBBPBPBBBPTBPBPPPPBBPBBPPBBBBBBPPPBBP
7/12/2024,SA D01,PBPBPPPBPPPPBPBBBBPBBBBPBBBPTBBPPBBPBPPPBBPTPPTTBBPBPBPB
7/12/2024,SA D01,BBBPPBTPPBPPPBPBBPBPPTPBBBBBPPPPBBBPPBBBBBTTPBPBPPPPBT
7/12/2024,SA D01,BPPPBPTPBBBPPPBBPBBPPPPBBPPPBPPTPBBBBPBPBBPBPBPBPPP
7/12/2024,SA D01,PPTPBPPPBPBPBPPBBTPBBBPPPPBPPPPBTBPPPBBPBTPPBBBBPPBBPPBBBBBP
7/12/2024,SA D01,PTBTBPBBBPPPBPBBBPBPBTPPBPTBTPPBPBBPTBPBPBBBPBPPTPTTP
7/12/2024,SA D01,BBBPBPBPBBPTPBTPTBBTBBBPTBBPPTBBBBBBPPTPBTBTPPBPBTBPBPPBPB
7/12/2024,SA D01,TBBPPPBBPPPPBBBPBPPBBBBBTBPBPBBPPBPBBPPBBBPPBBBPPTBBBPBPBPT
7/12/2024,SA D01,BTTPBBTTPBBBPPTPPBPPBBPBPPPBBPPTPPPPBPBBBPBPPPBPBPPPPPPBTBPB
7/12/2024,SA D01,PBBBBBBTPPBBPPBBBPBPBPTPBPPBBBTTPBTBPBBBPPPBPPBBPPBBBPBBPP
7/12/2024,SA D01,TPPPPTBPBPPTPPBBBTTTPPPPBPPBPBBBPBBBPTTPPPBBPBPPPBBPBTPPBPPP
8/12/2024,SA D01,BPPBPPBPPTPBTBBBTTBBBPBPBBBBPBBBBBPPBPPBPBPBBBPPTBBBTBBPBPPB
8/12/2024,SA D01,BPPBBBBBBPBBTPPTPBBPBPPPPPPPPPBPBTPPBPBBPBPBPPTBPBPPP
8/12/2024,SA D01,PPBBPPTBBPPBPBBBPBPPBTBPPPTBPBBPBPBBPPBPPBPBBTPPBBPPPBBPPBTB
8/12/2024,SA D01,PBBPBBBBBBPPTBPBPTPBBBBPPPPBBBBPBBPPBPPPBBBPPBBBBPBPBBPTP
8/12/2024,SA D01,PBBPBTPPPBPPBPTBBPBBBBPTPPPBBPPBBPPPBBPPBPPTPPPBTBPBBBBP
8/12/2024,SA D01,TBTPPBPBBPPPPBBBBBPBBPPPPPPPPPBBPPBBBBBPBPPPPPPBPPPBPPBB
8/12/2024,SA D01,BPBBBPPPPBBBTBPBBBPPBPBBPBBPBBBPPBBBPPBTBPBTBBBPPBBPTTPBPPP
8/12/2024,SA D01,PBBPPBBTPPTBPPBPPPPTPPPPPPBTPPPPPPPBPPBTBBPBPBTPPBPPBBBPBBBP
8/12/2024,SA D01,PBBPBBBBPBBPTBTBPPTPPBBPTTPPBPBPTBPBPPBBBPBPPBBBTPTPTBT
8/12/2024,SA D01,PPBBPPPTBBBBPPPTPPBPPBPPPBPBBPBBPBPBBPBBBPBPPPPPPB
8/12/2024,SA D01,PPBTPPBBBPBTBPPPPPPBBPBPPBBPBPBTTBPPBBPBPBBBPPPPBPBP
8/12/2024,SA D01,PBPBBPBPBPBBPPPBPBPBPBBBBPBPBTTPBPPTBBPPPBBPBPBPPPBTPB
8/12/2024,SA D01,BPPPPTPPBBPPPPBPBPPPBPPPTPPBPPBPBPBPBBPBBPBBBPBTPBTPPBPP
8/12/2024,SA D01,TBPPBBBPBBPTTTPBBPTPBPPPBPPPPTBPBBPBBPBBPBPPPBBBPPBPP
8/12/2024,SA D01,BTTBPPBBBPPPPPBBPPPBPPTTPPPPBTPBPPPBPBPPBPBPBBBBPB
8/12/2024,SA D01,BTBPBTPBPPBBBBPTPPBPBPPBBTPBBPPBPPBPBBBPPBPBPPBPBBPBBBPPBBBB
8/12/2024,SA D01,PPPPPTBBPTBPBPPPBBBTBPPBPBBPBBBPPPBTBBPPPTTPBBBBPBBBPPBBTP
8/12/2024,SA D01,PTBBPBBPPBBPBTPBPBBBBPBBBBPBBBBPTBPPBPBPBPTBBBPBTPTBPTBTB
8/12/2024,SA D01,BPBBBBBPBBPTBBBPBPPBPBTBBBPBBPTTBPBBPPBPPPBPBPBPBB
8/12/2024,SA D01,PPTBPPBPBBBPBPBPBBBBTPPPBPBPPTPPBPPBBBPPBBPBBPPPPBPPTBBPPBBT
8/12/2024,SA D01,TBBPBBPPPPPBBPBPBPPBTBPBPTPPPPBBPPPBPBBPPBBBPPBBBPBBBBPB
8/12/2024,SA D01,PBBBPBPBPBTBPPBBBBPPPTBPBPBTBPPBPPPBBPPBPPBPPBPPBTPPPPPPT
8/12/2024,SA D01,PBBPPTBBBBBBPPPPPBBBBPPPBBBPTBPPBBTPBBBPBTBPBBPPBBBPPBBP
9/12/2024,SA D01,PTBPPBPPBBBPBPBTPBPTBPPBPBPBBBPPBBPBBTPPBPBBBTPPBPPPPTBPP
9/12/2024,SA D01,BBPPBPPBBBBPPPBPTBPBPPBBBPBBBBTBBBBPBPTPBTBBPBBBBPPPP
9/12/2024,SA D01,BPPPBBBPTPTPPBPPPTTBPBBPBBBPBTBPBBPBPBBBPPBBBBPBPTBPB
9/12/2024,SA D01,BBPPPBPBPBPBTPBPBPBPBBBBPBPBBPPPTPPPPBPPPBBPBPBPPPBBBTBBPPPT
9/12/2024,SA D01,BBBTPTBPBBPBBBPBPPPBBBBPBPPTPTBBPTPPBTPBPPBPBPPBPBBBBB
9/12/2024,SA D01,PBBTPBBPBBPBPBBBPPPTPTBBBBPBPTBBBBBBTPBPBBPBPTBPBPBPPTBBPTBP
9/12/2024,SA D01,PPPPPBBTPPTBPPPPTPPPBPBBPPPBPBBBBBPPBPBBBPPBBTPBPBBB
9/12/2024,SA D01,PPPPBBBPPTBPBBBPPPPPPPPBPPTTBPBBTPPBBBBPPTPPPBBBPPP
9/12/2024,SA D01,PTPPBPPPBBPPBPBPTPTPBPBPPBPBBPPBPBPPPPBTPBTBTBBTPBBPBBBPBT
9/12/2024,SA D01,BBPPPTBBPPTBBPBPPPBPBPPBBPBPPBPTBPTBBPPBBBBPPTTTTPPB
10/12/2024,SA D01,PTPPBPBPPPBPTBBTBTBBBBPPBTBBBPBPPPPBTPBBPPPPPPPPPBPBPPBPBBB
10/12/2024,SA D01,BBPBPPPPBTPPBPBPPTPTTPBPBBBBPBBPBPBBPBBPTBPBTPPPBBBTBBB
10/12/2024,SA D01,BPBBPBBPBBBBBPPPPPBPPBPBTPBPBPBBTBBPBTBBPTPPPBPBPTBBBPB
10/12/2024,SA D01,PBBPPPPBBBBPTBPBPBBBBBBBBTPPPPPPPBBBPBPPPBPBPBPBPBBTBB
10/12/2024,SA D01,BPBPBBBPPBPBBBBBPBBPPPBTBPBTTBBPPTBTBPPPBBPPTBBTBPBBTPTPBPBB
10/12/2024,SA D01,BPBPPBBBPPPPPPBBPBBBTBBBBPBPBPBPPPPTBPBPBBBPPBPBBPBBBBPPBPBB
10/12/2024,SA D01,PPBTPPBPPPBBBPBPBPBPPBPPBPPBPTTPBPBBTTBBBPPBBPBPBTTBPPP
10/12/2024,SA D01,PPBPPPBPBBPPBPPTBPTPBTBBBPPPBPBPPPTBBBPPBPBBPPPBBBPTPBPBBB
10/12/2024,SA D01,BTTPPPPPPPPPBBBBBPBPPPPTBBBPBBPBPBPPPPTPPPBBPPBBTBBPPPBBPPP
10/12/2024,SA D01,BPBBBBPBPPPBBBBBPBPPBPPBBPPBPTPPPPBBBPPBBTPBBPBBPPBPBPPT
10/12/2024,SA D01,PPPBTPPBPPPBPBTPPBPBBPPBBPBPPPBBPBBBBPTBPBBBPTPPBBPPPPPBPPTB
10/12/2024,SA D01,BPTBBBBBPBBBBBPPBPPTPBBPPBPPPBBBBPBPPPBBBBPBBBTBBTTBPBBP
10/12/2024,SA D01,PPTBBTPPBPPPPPPPTPPBBBTPBBBBPPPPPBPPPTBBBTBPBBBPPTB
10/12/2024,SA D01,PBPBBPPPPBPBBPPTPPPBBPPBTBBBPBPTTBBPBBPTBPBPBBPPBBPPBPPP
10/12/2024,SA D01,TBBBBBPBBBBBPPPPBPTPBTBBBBBPPPPBBBPBBBPBPBTBBBBBBPPPPPBPP
10/12/2024,SA D01,BPPPPBBPPBPPBBBPBBBPPBBBPPBPPBPBBPPBPPBPPBBPBPBPTBPBTPB
10/12/2024,SA D01,PPBPPBBBBPBBBBBPPBBPBPBPPPPBBPBPBBBTPBBBBTBBPTPPBPTBP
10/12/2024,SA D01,PBTPPBPBTPBBPBPBBBPPPPBBTPBPBPTBBBPBPBPBBBPBPBBBBPPBBBBPPPPP
10/12/2024,SA D01,BPPTBPPBPPBPBPBBPBBBPPPBBPPBBBPBPBTPPPBPPPPBBPPPBBPBBBBB
10/12/2024,SA D01,PPBBPPTBPPPTBBBBBPBBBBTPBPTPBTPPBPPBBBBBBBPPBBPPPPPPPBBT
10/12/2024,SA D01,PBPPBPPBPTPTPBPBPPBPTPBPBPBBPBBPBPBPPBBBPBBPBTBPPBPBPPPBB
11/12/2024,SA D01,PPPBPBPBBBBPTPTPTPPPPBBPTTBBBPBBBBTTPBTBBPPPBBB
11/12/2024,SA D01,TBPBPPBTBBPPBTPPPBBBBPPPBBPPBTBPBBBPBPPBBPBBPPPBPPBPBTPBT
11/12/2024,SA D01,PTBBBBBPTBBPBPPBBPPPBPBBBBPBBBPPBPTBPBPPPBP
11/12/2024,SA D01,BBPPPTPPBBPPPTBPBBPPBPPPPPBBTBBPPBBPBBPPPBBPPBPBBBPBBBBP
11/12/2024,SA D01,TPPBBPBPBPTPPPBPBPBPBBPPBBBBBBPPBPPPBPBBBPBPTBBBBBTTPTTTB
11/12/2024,SA D01,BBPBPBBBBBPPPPBBPPBBPBBBPPPBPTPTPPPBBBPPBBPBPPBBBTBBPBPBBPP
11/12/2024,SA D01,PBBPPPBBBBTBTTPBBPTBTPPTBBTPPPBTBBBPPPBPBPTBBTPTBPPPB
11/12/2024,SA D01,PBPPTPBBPPPPPPBBPBPTTTPBPBTTBBPBPTPPBBPPBPBBPPTPBPPBBTBB
11/12/2024,SA D01,BBBPBBBBBBBPBPPPBPTPPBBTPTPBBPBPTPBPPPPBPBBPBBBPPPPBBBPPB
11/12/2024,SA D01,PBPBBBTBPTPTPBPBBPPPPPBPPPBBBBBPBPBBBBPPBBBBPBBBTTBPP
11/12/2024,SA D01,PPBBBPPPPPTBBTBBTPBBPPPBTBBPTBPPBPBPTBBPBPPTBBBPPBPTPBBBPPBP
11/12/2024,SA D01,BBPBPPPPBBBPPBPTBPBBBBPPBBBPPPBBBTBBPBBBTPBPBTTPPPBBPBB
11/12/2024,SA D01,PBTBPPTPBPBPPPPPBBBPPBPBTPPBBPBBBPBBBBPBBBBBBBPPPBBBPPTBPPBP
11/12/2024,SA D01,TPBPPTBBPBBPPPPPBTBBTTBBBPPTBBBPTBPPBPPPPBBPBBBBBPPBPBP
11/12/2024,SA D01,BBBBPBBBPBBBBPPPPPPPPBPPPBBPPBTBBPTPPBBPBPTBBPPPBBBBTPPBPPPPP
11/12/2024,SA D01,BBPPPBBTPBPPBBPTTBBBBPBPBPPBPPBBBPBBPPBPBPTPPBBBPPPBPP
11/12/2024,SA D01,BPPPPPPBPPPBBBPPBPBBPPBPPPBTPBBPBBBBBPBBBBPPPTPBPBPBBPBBBB
11/12/2024,SA D01,BBBPBPBBPPBPBPPBPBPBPBPPBBPTPPPPBPBBPPBPPPBBBBPTPBPBPBPBPT
11/12/2024,SA D01,BPBTBPPBPPPTBPBPPBBPPBBPTBTPBPPBPPBTTBBBBBPBBPBTBBBBTPBPBT
11/12/2024,SA D01,BBBPBPBBBTPPBBPPPBPPBPBBBBPTPBPBPBBPPPBPBBPPBPBBPBB
12/12/2024,SA D01,PBPBPBBBPBBBBBPBBPPPTTPPBBPBBTBTPTBPBBPBPBPBTPBPBBBPBBBPBB
12/12/2024,SA D01,PBPPPPBPTTBTPPBTBPPBBBBPBBBBPBBBPPPPPBBPBBTPBPPPBBBTPBP
12/12/2024,SA D01,PBPBBBBPPPPPPBPTTPPBPPBBPBPPPPBBBPTPPBBBBPBBPPBBPPPPBBPBBBBB
12/12/2024,SA D01,BBBBBPTPPBBTBTBBBPBBBBPBPBPPPBBBBBPBBPTPBTPBPPTPPTBPB
12/12/2024,SA D01,PBPTBBPPPPBBPBBBPPBPPPTPBPBPPPTBBBTTTBBPPPBPPTPBBPPTBPTTPP
12/12/2024,SA D01,PPBPPBBBBBPPPTPBPPPBBBBBPPTPPTPPTPPBPBBBPPTPTPPBBPBPBP
12/12/2024,SA D01,BPPTPBBPBTBPBPBPTBPBBBBBBPPBBPBPPPPPBBBBPPPPBPBPPBPBPBTBBBBP
12/12/2024,SA D01,BBPPBPTPPPBPPBBBBBPPPPBBBTBBPPPBBPBBPPBBPPBPPBPBPPPBBPPT
12/12/2024,SA D01,BBBTPTBPBBPBPBPBPPPPBPPBPPTBPPBBPBBPPPPPTBBBPBTPBPB
12/12/2024,SA D01,PPPPBBPPBBBBPTBPBPBBBBPPBPBPPBPBTPBBBPBBBBBPTPBPBBBTBBB
12/12/2024,SA D01,PTPPBPPBPPPBPBPBTBPPTPBPBTPPBPPBPPPPBPBBBBBBBPBPBBPBPPBPB
12/12/2024,SA D01,BBPPBPPBBBBBBPPPPBPTBPPTBBBPBPBPBBBPPBBTBBPBBPPTPBBBBPPBBPB
12/12/2024,SA D01,BBPBBBBBBPBBPPBPTBPPPTBPBBPBTPBBBBPPPPPBPBPPPBPPBPPBPPBB
12/12/2024,SA D01,PPPPBPBBPPPBBPBBBTPPTPPBBPPBPPBBBPPBBPPPPTTPTBPBPBPPBBPPTPPB
12/12/2024,SA D01,BBPBPPBPPBBBPBPPBPTPPBPBBPPBPBPBPPBPBTPBBTPPPPBBBPPPPBBTBPPB
12/12/2024,SA D01,TBPPPPPPPPBPBBBPPPTPBPPPPPBBBPBTBTBBBBPBBPPTPPBBTPB
12/12/2024,SA D01,PBBPBPBPBTBBBPBTBPBBBBPTBPPPBPBBPPPBPBBPPPBTBPBBPBPBB
12/12/2024,SA D01,BBPPPPBBPPBTPBBPPPBBPTPPPBBPBBTBTBBPBPTPBBPBPTPPTTBBPBBBPBBB
12/12/2024,SA D01,PPBPBBPBPBPTPPPTBTBBPPBPBPTBBBPBBPPBBPPTBPPPBPPPPPPPPTPBP
13/12/2024,SA D01,BBPPBPTPBBBPPPPBBBPTBBBPPTBBBPPTTPBPBBPBPPBBPBTBTBPPPP
13/12/2024,SA D01,PPPPPPBPPTPBBPPTBPPBPPTBBPBBPPPPTPPBBBPPPPPBPBTPPTBBBPP
13/12/2024,SA D01,BBBPBBPBPBBBPPPPPPTBPPBPTBBTPPBPBPBBPPTBBBPBBTPTB
13/12/2024,SA D01,PBTBBPBPPPBPPBPBBPPPPPPPBPPBTBBTPBPTPPTPPPPBBPBBBBBBBPPPPPPB
13/12/2024,SA D01,PPTPPPBPBPBPBTBBBTPBBBPTPBBPBBBBPPPBTPBBPPBPPBBPPPBPP
13/12/2024,SA D01,BPTBPPBPBPPTPPPBBPPTBBPPBBBBBBPBPBBBPBPTBBPPPBBBBPPPBB
13/12/2024,SA D01,BBBPBPBTBPPBBPBTBBBBBPPPPBPBPBPBPPPBBBPPPBBPBPPBPBBBTPB
13/12/2024,SA D01,PPBPBPPBPPBPPPPBPPBPBPPPPBBPPPBPPTPBPPBPPTBBPBBPPPPPBBBPPPPB
13/12/2024,SA D01,PBPBBPBBBPBBBTBTTTTBBBBBBPPPPTBPPBBPBBPBPPBBPPBPPBBTBBBPPP
13/12/2024,SA D01,PPBBPPBPPBBPTBPBTBPBPBTBPPPPPBBBBPPBTBTPBBTBBBPPBBP
13/12/2024,SA D01,BTPBBBBPPPBBBPPBTPBPPBPBPPBPPPPPBPBPPBPPPBPPPTBPBP
13/12/2024,SA D01,PPBPBBBBPBBBTBPBBBPPTTBPBTPPTBPPPTBPBBBBPBTPPPPPTBPB
13/12/2024,SA D01,BPBPBBBPPPBBPPBBPPBPBBPBBBBBBBPBBTPBBTBBBPTBBBPBBTPBBP
13/12/2024,SA D01,BTTPPPPBBBBTPPPTPPPBPPTTBPBBPPPPBBBBBPBPPBBBPPBBBBPPBPP
13/12/2024,SA D01,BPBBPPBBTPPPBPTBTPPPPBBTPBBPTBPPBBBBBBPPBBTPPTBPPBPPPPBB
13/12/2024,SA D01,BBBBBPBPBBBBPTPPBPPPBPTBPPBPBBPBBBTPTPBPBBPPBBBBBBPPB
13/12/2024,SA D01,BBPBPBPBPBPBBTBBBPPPPBTBBBBPBBPBPPPBPBBPPBBPBPPBPTBPBPBT
13/12/2024,SA D01,PBBBBPPBPBPPBPBPPBTBPBPPPBBBBPBBPPPPTBTPBBPBPPBPBBPBPPBP
13/12/2024,SA D01,PBPPBBTPBTBBBBBPPTPPBPBBBPBPPBBPTPPPBPBPBBBBBPPPBBPBBBBPPTBB
13/12/2024,SA D01,PPPBBBPBTPPPPPPBPBPPPPBBPBBBPBPPPBBPTPBBPPBBBBBPBBBBP
13/12/2024,SA D01,BBPPBPPPTBBPBPPPPBPBBPBBBPBPBBPBBPBBBTBPBTPTPBPBTTPBTBPPPPP
13/12/2024,SA D01,BPPTBTPBBBPPPBBPPPBBBBBPBPTBPPTPBPTPTPBPTBPPBPTBTPPPPBPBBTB
13/12/2024,SA D01,BPPTTBPPBTPBTPBPBBPBPPTBPBTBBBBPBBPBPPPBTPPPPBPBTPBPBB
13/12/2024,SA D01,PPBPPPPBPTBPPTBBBPPPPBBBPTPBBBBBPBBPBBBBPPBBBPBBBBPPBBBBP
